,conceptA,conceptB,isPrerequisite,dataset,file,conceptA_ind,conceptB_ind
1806,cross validation error,linear regression,0,moocML,mooc,326,80
1807,cross validation error,loss function,0,moocML,mooc,326,409
1808,machine learning,cross validation error,1,moocML,mooc,296,326
1809,cross validation error,machine learning application,0,moocML,mooc,326,241
1810,cross validation error,mean square error,0,moocML,mooc,326,381
1811,cross validation error,model complexity,1,moocML,mooc,326,8
1812,cross validation error,model selection,1,moocML,mooc,326,358
1813,cross validation error,neural network,0,moocML,mooc,326,18
1814,cross validation error,optimization objective,0,moocML,mooc,326,142
1815,cross validation error,parameter vector,0,moocML,mooc,326,81
1816,cross validation error,polynomial features,0,moocML,mooc,326,355
1817,cross validation error,polynomial regression,0,moocML,mooc,326,372
1818,prediction error,cross validation error,1,moocML,mooc,385,326
1819,cross validation error,regression function,0,moocML,mooc,326,31
1820,cross validation error,regression model,0,moocML,mooc,326,312
1821,cross validation error,regularization,0,moocML,mooc,326,4
1822,cross validation error,regularized linear regression,0,moocML,mooc,326,295
1823,cross validation error,spam filtering,0,moocML,mooc,326,202
1824,cross validation error,squared error,0,moocML,mooc,326,218
1825,test data,cross validation error,1,moocML,mooc,324,326
1826,test data set,cross validation error,1,moocML,mooc,107,326
1827,test error,cross validation error,1,moocML,mooc,191,326
1828,training data,cross validation error,1,moocML,mooc,118,326
1829,training data set,cross validation error,1,moocML,mooc,147,326
1830,training error,cross validation error,1,moocML,mooc,236,326
1831,cross validation error,tuning parameter,0,moocML,mooc,326,36
1832,validation error,cross validation error,1,moocML,mooc,203,326
1833,validation set,cross validation error,1,moocML,mooc,51,326
1834,variance problem,cross validation error,1,moocML,mooc,431,326
1835,overfitting,cross validation error,1,moocML,mooc,91,326
1836,underfitting,cross validation error,1,moocML,mooc,138,326
1837,data set,cross validation sets,1,moocML,mooc,27,404
1838,cross validation sets,evaluation metrics,0,moocML,mooc,404,266
1839,cross validation sets,f1 score,0,moocML,mooc,404,131
1840,cross validation sets,false negative,0,moocML,mooc,404,30
1841,cross validation sets,false positives,0,moocML,mooc,404,230
1842,cross validation sets,high order polynomial,0,moocML,mooc,404,284
1843,cross validation sets,recall,0,moocML,mooc,404,88
1844,cross validation sets,hypothesis,0,moocML,mooc,404,42
1845,labeled data,cross validation sets,1,moocML,mooc,112,404
1846,cross validation sets,learning curve,0,moocML,mooc,404,182
1847,cross validation sets,learning method,0,moocML,mooc,404,75
1848,cross validation sets,learning problem,0,moocML,mooc,404,357
1849,cross validation sets,loss function,0,moocML,mooc,404,409
1850,machine learning,cross validation sets,1,moocML,mooc,296,404
1851,cross validation sets,model selection,1,moocML,mooc,404,358
1852,cross validation sets,non-anomalous examples,0,moocML,mooc,404,395
1853,cross validation sets,optimization objective,0,moocML,mooc,404,142
1854,cross validation sets,parameter vector,0,moocML,mooc,404,81
1855,cross validation sets,regularization,0,moocML,mooc,404,4
1856,cross validation sets,squared error,0,moocML,mooc,404,218
1857,supervised learning,cross validation sets,1,moocML,mooc,273,404
1858,test data,cross validation sets,1,moocML,mooc,324,404
1859,test data set,cross validation sets,1,moocML,mooc,107,404
1860,cross validation sets,test error,0,moocML,mooc,404,191
1861,training data,cross validation sets,1,moocML,mooc,118,404
1862,training data set,cross validation sets,1,moocML,mooc,147,404
1863,cross validation sets,training error,0,moocML,mooc,404,236
1864,cross validation sets,true negatives,0,moocML,mooc,404,145
1865,cross validation sets,true positives,0,moocML,mooc,404,41
1866,cross validation sets,unsupervised learning,0,moocML,mooc,404,181
1867,cross validation sets,validation error,0,moocML,mooc,404,203
1868,validation set,cross validation sets,1,moocML,mooc,51,404
1869,cross validation sets,variance problem,0,moocML,mooc,404,431
1870,data representation,decision boundaries,0,moocML,mooc,65,209
1871,data representation,deep learning,1,moocML,mooc,65,378
1872,data representation,deep neural network,1,moocML,mooc,65,349
1873,data representation,document retrieval,0,moocML,mooc,65,287
1874,data representation,feature engineering,1,moocML,mooc,65,140
1875,data representation,feature selection,0,moocML,mooc,65,110
1876,data representation,feature space,1,moocML,mooc,65,270
1877,data representation,feature vector,1,moocML,mooc,65,132
1878,data representation,image classification,0,moocML,mooc,65,194
1879,data representation,inner product,0,moocML,mooc,65,211
1880,data representation,linear classifier,0,moocML,mooc,65,134
1881,data representation,locality sensitive hashing,0,moocML,mooc,65,377
1882,data representation,machine learning,0,moocML,mooc,65,296
1883,data representation,nearest neighbor search,0,moocML,mooc,65,32
1884,data representation,nearest neighbors,0,moocML,mooc,65,285
1885,data representation,neural network,1,moocML,mooc,65,18
1886,data representation,matrix,0,moocML,mooc,65,28
1887,data representation,positive class,0,moocML,mooc,65,29
1888,data set,decision boundaries,1,moocML,mooc,27,209
1889,data set,decision stamp,0,moocML,mooc,27,200
1890,data set,decision tree,1,moocML,mooc,27,250
1891,data set,deep features,0,moocML,mooc,27,159
1892,data set,deep learning,1,moocML,mooc,27,378
1893,data set,deep neural network,1,moocML,mooc,27,349
1894,data set,derivative term,0,moocML,mooc,27,120
1895,data set,design matrix,1,moocML,mooc,27,362
1896,data set,dimensionality reduction,1,moocML,mooc,27,421
1897,data set,document retrieval,1,moocML,mooc,27,287
1898,data set,error analysis,0,moocML,mooc,27,422
1899,data set,error cost function,0,moocML,mooc,27,415
1900,data set,estimated parameters,0,moocML,mooc,27,82
1901,data set,evaluation metrics,0,moocML,mooc,27,266
1902,data set,expectation maximization,0,moocML,mooc,27,328
1903,data set,f1 score,0,moocML,mooc,27,131
1904,data set,face detection,1,moocML,mooc,27,69
1905,data set,false negative,0,moocML,mooc,27,30
1906,data set,false positives,0,moocML,mooc,27,230
1907,data set,feature engineering,1,moocML,mooc,27,140
1908,data set,feature extraction,1,moocML,mooc,27,394
1909,data set,feature scaling,0,moocML,mooc,27,67
1910,data set,feature selection,0,moocML,mooc,27,110
1911,data set,feature space,1,moocML,mooc,27,270
1912,data set,feature vector,0,moocML,mooc,27,132
1913,data set,gaussian density,0,moocML,mooc,27,144
1914,data set,gaussian kernel,0,moocML,mooc,27,104
1915,data set,gaussian model,0,moocML,mooc,27,186
1916,data set,generalization error,0,moocML,mooc,27,388
1917,data set,gibbs sampler,1,moocML,mooc,27,123
1918,data set,global minimum,0,moocML,mooc,27,171
1919,data set,global optimum,0,moocML,mooc,27,239
1920,data set,gradient algorithm,0,moocML,mooc,27,302
1921,data set,gradient ascent,0,moocML,mooc,27,39
1922,data set,gradient descent,0,moocML,mooc,27,298
1923,data set,greedy algorithm,0,moocML,mooc,27,364
1924,data set,hidden unit,0,moocML,mooc,27,314
1925,data set,hierarchical clustering,0,moocML,mooc,27,12
1926,data set,high order polynomial,0,moocML,mooc,27,284
1927,data set,precision,0,moocML,mooc,27,180
1928,data set,recall,0,moocML,mooc,27,88
1929,data set,hypothesis,0,moocML,mooc,27,42
1930,data set,identity matrics,0,moocML,mooc,27,339
1931,data set,image classification,1,moocML,mooc,27,194
1932,data set,image retrieval,1,moocML,mooc,27,332
1933,data set,inner product,0,moocML,mooc,27,211
1934,data set,input data,1,moocML,mooc,27,334
1935,data set,input space,1,moocML,mooc,27,17
1936,data set,iterative algorithm,0,moocML,mooc,27,406
1937,data set,k means,0,moocML,mooc,27,366
1938,data set,k nearest neighbors,0,moocML,mooc,27,277
1939,data set,k-means objective,0,moocML,mooc,27,384
1940,data set,kernel regression,0,moocML,mooc,27,258
1941,data set,l1 penalty,0,moocML,mooc,27,315
1942,data set,labeled data,1,moocML,mooc,27,112
1943,data set,large margin classifier,1,moocML,mooc,27,5
1944,data set,lasso regression,1,moocML,mooc,27,115
1945,data set,latent dirichlet allocation,1,moocML,mooc,27,135
1946,data set,learning curve,0,moocML,mooc,27,182
1947,data set,learning method,1,moocML,mooc,27,75
1948,data set,learning problem,0,moocML,mooc,27,357
1949,data set,learning rate,0,moocML,mooc,27,401
1950,data set,learning system,1,moocML,mooc,27,292
1951,data set,least squares,0,moocML,mooc,27,45
1952,data set,likelihood function,0,moocML,mooc,27,272
1953,data set,linear algebra,0,moocML,mooc,27,199
1954,data set,linear classifier,1,moocML,mooc,27,134
1955,data set,linear model,0,moocML,mooc,27,63
1956,data set,linear regression,1,moocML,mooc,27,80
1957,data set,local optima,0,moocML,mooc,27,214
1958,data set,locality sensitive hashing,0,moocML,mooc,27,377
1959,data set,log likelihood,0,moocML,mooc,27,424
1960,data set,logistic regression,1,moocML,mooc,27,35
1961,data set,loss function,0,moocML,mooc,27,409
1962,data set,low rank matrix,0,moocML,mooc,27,43
1963,data set,machine learning,1,moocML,mooc,27,296
1964,data set,machine learning algorithm,1,moocML,mooc,27,238
1965,data set,machine learning application,0,moocML,mooc,27,241
1966,data set,machine learning system,1,moocML,mooc,27,309
1967,data set,massive training set,1,moocML,mooc,27,264
1968,data set,matrix factorization,0,moocML,mooc,27,438
1969,data set,matrix transpose,0,moocML,mooc,27,269
1970,data set,maximum likelihood,0,moocML,mooc,27,100
1971,data set,maximum likelihood estimate,0,moocML,mooc,27,16
1972,data set,mean normalization,0,moocML,mooc,27,13
1973,data set,mean square error,0,moocML,mooc,27,381
1974,data set,minimization problem,0,moocML,mooc,27,224
1975,data set,misclassification error,0,moocML,mooc,27,325
1976,data set,mixture model,1,moocML,mooc,27,310
1977,data set,model complexity,0,moocML,mooc,27,8
1978,data set,model parameters,0,moocML,mooc,27,38
1979,data set,model selection,1,moocML,mooc,27,358
1980,data set,multi-class classification,1,moocML,mooc,27,53
1981,data set,multivariate gaussian distribution,0,moocML,mooc,27,183
1982,data set,multivariate gaussian model,0,moocML,mooc,27,125
1983,data set,nearest neighbor search,0,moocML,mooc,27,32
1984,data set,nearest neighbors,0,moocML,mooc,27,285
1985,data set,negative example,1,moocML,mooc,27,49
1986,data set,neural network,1,moocML,mooc,27,18
1987,data set,non-anomalous examples,1,moocML,mooc,27,395
1988,data set,nonlinear hypotheses,0,moocML,mooc,27,382
1989,data set,normal equation,0,moocML,mooc,27,33
1990,data set,matrix,0,moocML,mooc,27,28
1991,data set,online learning,1,moocML,mooc,27,271
1992,data set,optimal solution,0,moocML,mooc,27,130
1993,data set,optimization algorithms,0,moocML,mooc,27,363
1994,data set,optimization objective,0,moocML,mooc,27,142
1995,data set,optimization problem,0,moocML,mooc,27,304
1996,data set,output label,0,moocML,mooc,27,237
1997,data set,parameter estimation,0,moocML,mooc,27,102
1998,data set,parameter vector,0,moocML,mooc,27,81
1999,data set,partial derivative,0,moocML,mooc,27,198
2000,data set,pca algorithm,1,moocML,mooc,27,9
2001,data set,photo ocr,1,moocML,mooc,27,113
2002,data set,polynomial features,0,moocML,mooc,27,355
2003,data set,polynomial regression,0,moocML,mooc,27,372
2004,data set,polynomial terms,0,moocML,mooc,27,383
2005,data set,positive class,0,moocML,mooc,27,29
2006,data set,positive data,1,moocML,mooc,27,311
2007,data set,positive predictions,0,moocML,mooc,27,188
2008,data set,positive training example,1,moocML,mooc,27,47
2009,data set,predicted class,0,moocML,mooc,27,289
2010,data set,predicted value,0,moocML,mooc,27,275
2011,data set,prediction error,0,moocML,mooc,27,385
2012,data set,principle components,0,moocML,mooc,27,46
2013,data set,prior probability,0,moocML,mooc,27,26
2014,data set,probabilistic model,0,moocML,mooc,27,7
2015,data set,probability density,0,moocML,mooc,27,376
2016,data set,random variable,0,moocML,mooc,27,244
2017,data set,recommender system,1,moocML,mooc,27,216
2018,data set,regression coefficients,0,moocML,mooc,27,174
2019,data set,regression function,0,moocML,mooc,27,31
2020,data set,regression model,1,moocML,mooc,27,312
2021,data set,regression problem,1,moocML,mooc,27,146
2022,data set,regularization,0,moocML,mooc,27,4
2023,data set,regularized logistic regression,1,moocML,mooc,27,117
2024,data set,sentiment analysis,1,moocML,mooc,27,149
2025,data set,sentiment classifier,0,moocML,mooc,27,196
2026,data set,sigmoid function,0,moocML,mooc,27,371
2027,data set,square distances,0,moocML,mooc,27,2
2028,data set,square matrix,0,moocML,mooc,27,197
2029,data set,square projection error,0,moocML,mooc,27,71
2030,data set,squared error,0,moocML,mooc,27,218
2031,data set,standard deviation,0,moocML,mooc,27,64
2032,data set,standard least squares,0,moocML,mooc,27,106
2033,data set,stochastic gradient algorithm,0,moocML,mooc,27,84
2034,data set,supervised learning,1,moocML,mooc,27,273
2035,data set,support vector,0,moocML,mooc,27,397
2036,data set,support vector machine,1,moocML,mooc,27,353
2037,data set,symmetric matrix,0,moocML,mooc,27,307
2038,data set,test data,0,moocML,mooc,27,324
2039,data set,test data set,1,moocML,mooc,27,107
2040,data set,test error,0,moocML,mooc,27,191
2041,data set,training data,0,moocML,mooc,27,118
2042,data set,training data set,1,moocML,mooc,27,147
2043,data set,training error,0,moocML,mooc,27,236
2044,data set,transfer learning,1,moocML,mooc,27,79
2045,data set,true negatives,0,moocML,mooc,27,145
2046,data set,true positives,0,moocML,mooc,27,41
2047,data set,tuning parameter,0,moocML,mooc,27,36
2048,data set,unsupervised learning,1,moocML,mooc,27,181
2049,data set,validation error,0,moocML,mooc,27,203
2050,data set,validation set,1,moocML,mooc,27,51
2051,data set,variance problem,0,moocML,mooc,27,431
2052,data set,overfitting,0,moocML,mooc,27,91
2053,data set,underfitting,0,moocML,mooc,27,138
2054,decision boundaries,decision stamp,0,moocML,mooc,209,200
2055,decision boundaries,decision tree,0,moocML,mooc,209,250
2056,decision boundaries,deep learning,0,moocML,mooc,209,378
2057,decision boundaries,deep neural network,0,moocML,mooc,209,349
2058,decision boundaries,document retrieval,0,moocML,mooc,209,287
2059,decision boundaries,error analysis,0,moocML,mooc,209,422
2060,decision boundaries,false negative,0,moocML,mooc,209,30
2061,decision boundaries,false positives,0,moocML,mooc,209,230
2062,decision boundaries,feature extraction,0,moocML,mooc,209,394
2063,decision boundaries,feature scaling,0,moocML,mooc,209,67
2064,feature space,decision boundaries,1,moocML,mooc,270,209
2065,feature vector,decision boundaries,1,moocML,mooc,132,209
2066,decision boundaries,gaussian kernel,0,moocML,mooc,209,104
2067,decision boundaries,generalized linear models,0,moocML,mooc,209,299
2068,decision boundaries,global minimum,0,moocML,mooc,209,171
2069,decision boundaries,gradient descent,0,moocML,mooc,209,298
2070,decision boundaries,hidden layer,0,moocML,mooc,209,347
2071,decision boundaries,hidden unit,0,moocML,mooc,209,314
2072,decision boundaries,high order polynomial,0,moocML,mooc,209,284
2073,decision boundaries,precision,0,moocML,mooc,209,180
2074,decision boundaries,recall,0,moocML,mooc,209,88
2075,hypothesis,decision boundaries,1,moocML,mooc,42,209
2076,decision boundaries,image classification,0,moocML,mooc,209,194
2077,decision boundaries,inner product,0,moocML,mooc,209,211
2078,input data,decision boundaries,1,moocML,mooc,334,209
2079,decision boundaries,input layer,0,moocML,mooc,209,350
2080,decision boundaries,kernel function,0,moocML,mooc,209,348
2081,decision boundaries,labeled data,0,moocML,mooc,209,112
2082,decision boundaries,large margin classifier,1,moocML,mooc,209,5
2083,learning method,decision boundaries,1,moocML,mooc,75,209
2084,learning problem,decision boundaries,1,moocML,mooc,357,209
2085,decision boundaries,learning system,0,moocML,mooc,209,292
2086,decision boundaries,linear algebra,0,moocML,mooc,209,199
2087,decision boundaries,linear classifier,0,moocML,mooc,209,134
2088,decision boundaries,linear kernel,0,moocML,mooc,209,413
2089,decision boundaries,linear model,0,moocML,mooc,209,63
2090,decision boundaries,linear regression,0,moocML,mooc,209,80
2091,decision boundaries,local optima,0,moocML,mooc,209,214
2092,decision boundaries,locality sensitive hashing,0,moocML,mooc,209,377
2093,decision boundaries,logistic function,0,moocML,mooc,209,227
2094,decision boundaries,logistic regression,0,moocML,mooc,209,35
2095,decision boundaries,loss function,0,moocML,mooc,209,409
2096,machine learning,decision boundaries,1,moocML,mooc,296,209
2097,decision boundaries,machine learning algorithm,0,moocML,mooc,209,238
2098,decision boundaries,machine learning application,0,moocML,mooc,209,241
2099,decision boundaries,machine learning system,0,moocML,mooc,209,309
2100,decision boundaries,matrix factorization,0,moocML,mooc,209,438
2101,decision boundaries,maximum likelihood,0,moocML,mooc,209,100
2102,decision boundaries,maximum likelihood estimate,0,moocML,mooc,209,16
2103,decision boundaries,model parameters,0,moocML,mooc,209,38
2104,decision boundaries,model selection,0,moocML,mooc,209,358
2105,decision boundaries,multi-class classification,0,moocML,mooc,209,53
2106,decision boundaries,nearest neighbor search,0,moocML,mooc,209,32
2107,decision boundaries,nearest neighbors,0,moocML,mooc,209,285
2108,decision boundaries,negative example,0,moocML,mooc,209,49
2109,decision boundaries,neural network,0,moocML,mooc,209,18
2110,decision boundaries,matrix,0,moocML,mooc,209,28
2111,decision boundaries,optimization algorithms,0,moocML,mooc,209,363
2112,decision boundaries,optimization objective,0,moocML,mooc,209,142
2113,decision boundaries,optimization problem,0,moocML,mooc,209,304
2114,decision boundaries,output label,0,moocML,mooc,209,237
2115,decision boundaries,output layer,0,moocML,mooc,209,396
2116,decision boundaries,output unit,0,moocML,mooc,209,96
2117,decision boundaries,parameter vector,0,moocML,mooc,209,81
2118,decision boundaries,partial derivative,0,moocML,mooc,209,198
2119,decision boundaries,polynomial features,0,moocML,mooc,209,355
2120,decision boundaries,polynomial kernel,0,moocML,mooc,209,416
2121,decision boundaries,polynomial regression,0,moocML,mooc,209,372
2122,decision boundaries,polynomial terms,0,moocML,mooc,209,383
2123,decision boundaries,positive class,0,moocML,mooc,209,29
2124,decision boundaries,positive data,0,moocML,mooc,209,311
2125,decision boundaries,positive predictions,0,moocML,mooc,209,188
2126,decision boundaries,regression model,0,moocML,mooc,209,312
2127,decision boundaries,regularization,0,moocML,mooc,209,4
2128,decision boundaries,regularized linear regression,0,moocML,mooc,209,295
2129,decision boundaries,regularized logistic regression,0,moocML,mooc,209,117
2130,decision boundaries,sentiment analysis,0,moocML,mooc,209,149
2131,decision boundaries,sigmoid function,0,moocML,mooc,209,371
2132,decision boundaries,string kernel,0,moocML,mooc,209,97
2133,supervised learning,decision boundaries,1,moocML,mooc,273,209
2134,decision boundaries,support vector,1,moocML,mooc,209,397
2135,decision boundaries,support vector machine,1,moocML,mooc,209,353
2136,decision boundaries,svm optimization,0,moocML,mooc,209,0
2137,decision boundaries,svm packages,0,moocML,mooc,209,316
2138,decision boundaries,test data,0,moocML,mooc,209,324
2139,decision boundaries,training data,0,moocML,mooc,209,118
2140,decision boundaries,training data set,0,moocML,mooc,209,147
2141,decision boundaries,training error,0,moocML,mooc,209,236
2142,decision boundaries,tuning parameter,0,moocML,mooc,209,36
2143,decision boundaries,unsupervised learning,0,moocML,mooc,209,181
2144,decision boundaries,validation error,0,moocML,mooc,209,203
2145,decision boundaries,validation set,0,moocML,mooc,209,51
2146,decision boundaries,weak classifier,0,moocML,mooc,209,105
2147,decision boundaries,overfitting,0,moocML,mooc,209,91
2148,decision boundaries,underfitting,0,moocML,mooc,209,138
2149,decision tree,decision stamp,1,moocML,mooc,250,200
2150,decision stamp,face detection,0,moocML,mooc,200,69
2151,decision stamp,greedy algorithm,0,moocML,mooc,200,364
2152,decision stamp,learning curve,0,moocML,mooc,200,182
2153,learning method,decision stamp,1,moocML,mooc,75,200
2154,decision stamp,learning problem,0,moocML,mooc,200,357
2155,decision stamp,linear classifier,0,moocML,mooc,200,134
2156,decision stamp,logistic regression,0,moocML,mooc,200,35
2157,decision stamp,loss function,0,moocML,mooc,200,409
2158,machine learning,decision stamp,1,moocML,mooc,296,200
2159,machine learning algorithm,decision stamp,1,moocML,mooc,238,200
2160,decision stamp,multi-class classification,0,moocML,mooc,200,53
2161,decision stamp,negative example,0,moocML,mooc,200,49
2162,decision stamp,polynomial features,0,moocML,mooc,200,355
2163,decision stamp,positive data,0,moocML,mooc,200,311
2164,decision stamp,regression model,0,moocML,mooc,200,312
2165,decision stamp,regularization,0,moocML,mooc,200,4
2166,decision stamp,test data,0,moocML,mooc,200,324
2167,decision stamp,test data set,0,moocML,mooc,200,107
2168,decision stamp,test error,0,moocML,mooc,200,191
2169,decision stamp,training data,0,moocML,mooc,200,118
2170,decision stamp,training error,0,moocML,mooc,200,236
2171,decision stamp,validation error,0,moocML,mooc,200,203
2172,decision stamp,validation set,0,moocML,mooc,200,51
2173,decision stamp,weak classifier,0,moocML,mooc,200,105
2174,decision stamp,overfitting,0,moocML,mooc,200,91
2175,decision tree,deep learning,0,moocML,mooc,250,378
2176,decision tree,dimensionality reduction,0,moocML,mooc,250,421
2177,decision tree,early stopping,0,moocML,mooc,250,392
2178,decision tree,expectation maximization,0,moocML,mooc,250,328
2179,decision tree,face detection,0,moocML,mooc,250,69
2180,decision tree,feature engineering,0,moocML,mooc,250,140
2181,decision tree,feature selection,0,moocML,mooc,250,110
2182,decision tree,gradient descent,0,moocML,mooc,250,298
2183,decision tree,greedy algorithm,0,moocML,mooc,250,364
2184,decision tree,precision,0,moocML,mooc,250,180
2185,decision tree,recall,0,moocML,mooc,250,88
2186,decision tree,hypothesis,0,moocML,mooc,250,42
2187,decision tree,k means,0,moocML,mooc,250,366
2188,decision tree,latent dirichlet allocation,0,moocML,mooc,250,135
2189,decision tree,learning curve,0,moocML,mooc,250,182
2190,learning method,decision tree,1,moocML,mooc,75,250
2191,learning problem,decision tree,1,moocML,mooc,357,250
2192,decision tree,learning system,0,moocML,mooc,250,292
2193,decision tree,linear classifier,0,moocML,mooc,250,134
2194,decision tree,linear regression,0,moocML,mooc,250,80
2195,decision tree,logistic regression,0,moocML,mooc,250,35
2196,decision tree,loss function,0,moocML,mooc,250,409
2197,machine learning,decision tree,1,moocML,mooc,296,250
2198,machine learning algorithm,decision tree,1,moocML,mooc,238,250
2199,decision tree,machine learning system,0,moocML,mooc,250,309
2200,decision tree,matrix factorization,0,moocML,mooc,250,438
2201,decision tree,maximum likelihood,0,moocML,mooc,250,100
2202,decision tree,maximum likelihood estimate,0,moocML,mooc,250,16
2203,decision tree,model parameters,0,moocML,mooc,250,38
2204,decision tree,multi-class classification,0,moocML,mooc,250,53
2205,decision tree,nearest neighbors,0,moocML,mooc,250,285
2206,negative example,decision tree,1,moocML,mooc,49,250
2207,decision tree,matrix,0,moocML,mooc,250,28
2208,decision tree,online learning,0,moocML,mooc,250,271
2209,decision tree,optimization algorithms,0,moocML,mooc,250,363
2210,decision tree,polynomial features,0,moocML,mooc,250,355
2211,positive data,decision tree,1,moocML,mooc,311,250
2212,decision tree,recommender system,0,moocML,mooc,250,216
2213,decision tree,regression model,0,moocML,mooc,250,312
2214,decision tree,regularization,0,moocML,mooc,250,4
2215,decision tree,sentiment analysis,0,moocML,mooc,250,149
2216,decision tree,sentiment classifier,0,moocML,mooc,250,196
2217,decision tree,stochastic gradient algorithm,0,moocML,mooc,250,84
2218,decision tree,support vector,0,moocML,mooc,250,397
2219,decision tree,support vector machine,0,moocML,mooc,250,353
2220,test data,decision tree,1,moocML,mooc,324,250
2221,decision tree,test data set,0,moocML,mooc,250,107
2222,decision tree,test error,0,moocML,mooc,250,191
2223,training data,decision tree,1,moocML,mooc,118,250
2224,decision tree,training error,0,moocML,mooc,250,236
2225,decision tree,validation error,0,moocML,mooc,250,203
2226,decision tree,validation set,0,moocML,mooc,250,51
2227,decision tree,weak classifier,0,moocML,mooc,250,105
2228,decision tree,overfitting,0,moocML,mooc,250,91
2229,deep features,deep learning,1,moocML,mooc,159,378
2230,deep features,deep neural network,1,moocML,mooc,159,349
2231,deep features,document retrieval,0,moocML,mooc,159,287
2232,feature extraction,deep features,1,moocML,mooc,394,159
2233,deep features,image classification,0,moocML,mooc,159,194
2234,deep features,image retrieval,0,moocML,mooc,159,332
2235,deep features,labeled data,0,moocML,mooc,159,112
2236,deep features,learning method,0,moocML,mooc,159,75
2237,learning problem,deep features,1,moocML,mooc,357,159
2238,deep features,linear classifier,0,moocML,mooc,159,134
2239,deep features,logistic regression,0,moocML,mooc,159,35
2240,machine learning,deep features,1,moocML,mooc,296,159
2241,deep features,nearest neighbors,0,moocML,mooc,159,285
2242,deep features,neural network,1,moocML,mooc,159,18
2243,deep features,matrix,0,moocML,mooc,159,28
2244,deep features,sentiment analysis,0,moocML,mooc,159,149
2245,deep features,support vector,0,moocML,mooc,159,397
2246,deep features,support vector machine,0,moocML,mooc,159,353
2247,deep features,test data,0,moocML,mooc,159,324
2248,deep features,test data set,0,moocML,mooc,159,107
2249,deep features,training data,0,moocML,mooc,159,118
2250,deep features,training data set,0,moocML,mooc,159,147
2251,deep features,transfer learning,0,moocML,mooc,159,79
2252,deep features,validation set,0,moocML,mooc,159,51
2253,deep learning,deep neural network,0,moocML,mooc,378,349
2254,deep learning,dimensionality reduction,0,moocML,mooc,378,421
2255,deep learning,document retrieval,0,moocML,mooc,378,287
2256,deep learning,expectation maximization,0,moocML,mooc,378,328
2257,feature extraction,deep learning,1,moocML,mooc,394,378
2258,deep learning,gradient descent,0,moocML,mooc,378,298
2259,deep learning,image classification,0,moocML,mooc,378,194
2260,deep learning,image retrieval,0,moocML,mooc,378,332
2261,deep learning,k means,0,moocML,mooc,378,366
2262,deep learning,labeled data,0,moocML,mooc,378,112
2263,deep learning,latent dirichlet allocation,0,moocML,mooc,378,135
2264,learning method,deep learning,1,moocML,mooc,75,378
2265,learning problem,deep learning,1,moocML,mooc,357,378
2266,linear classifier,deep learning,1,moocML,mooc,134,378
2267,deep learning,linear regression,0,moocML,mooc,378,80
2268,deep learning,logistic regression,0,moocML,mooc,378,35
2269,deep learning,loss function,0,moocML,mooc,378,409
2270,machine learning,deep learning,1,moocML,mooc,296,378
2271,machine learning algorithm,deep learning,1,moocML,mooc,238,378
2272,deep learning,matrix factorization,0,moocML,mooc,378,438
2273,deep learning,maximum likelihood,0,moocML,mooc,378,100
2274,deep learning,maximum likelihood estimate,0,moocML,mooc,378,16
2275,deep learning,nearest neighbors,0,moocML,mooc,378,285
2276,neural network,deep learning,1,moocML,mooc,18,378
2277,deep learning,matrix,0,moocML,mooc,378,28
2278,deep learning,online learning,0,moocML,mooc,378,271
2279,deep learning,optimization algorithms,0,moocML,mooc,378,363
2280,partial derivative,deep learning,1,moocML,mooc,198,378
2281,deep learning,positive class,0,moocML,mooc,378,29
2282,deep learning,recommender system,0,moocML,mooc,378,216
2283,deep learning,regression model,0,moocML,mooc,378,312
2284,deep learning,sentiment analysis,0,moocML,mooc,378,149
2285,deep learning,spam filtering,0,moocML,mooc,378,202
2286,deep learning,stochastic gradient algorithm,0,moocML,mooc,378,84
2287,deep learning,support vector,0,moocML,mooc,378,397
2288,deep learning,support vector machine,0,moocML,mooc,378,353
2289,deep learning,test data,0,moocML,mooc,378,324
2290,deep learning,test data set,0,moocML,mooc,378,107
2291,training data,deep learning,1,moocML,mooc,118,378
2292,training data set,deep learning,1,moocML,mooc,147,378
2293,deep learning,transfer learning,0,moocML,mooc,378,79
2294,deep learning,validation set,0,moocML,mooc,378,51
2295,deep learning,overfitting,0,moocML,mooc,378,91
2296,deep neural network,image classification,0,moocML,mooc,349,194
2297,labeled data,deep neural network,1,moocML,mooc,112,349
2298,learning method,deep neural network,1,moocML,mooc,75,349
2299,linear classifier,deep neural network,1,moocML,mooc,134,349
2300,machine learning,deep neural network,1,moocML,mooc,296,349
2301,neural network,deep neural network,1,moocML,mooc,18,349
2302,deep neural network,positive class,0,moocML,mooc,349,29
2303,deep neural network,support vector,0,moocML,mooc,349,397
2304,deep neural network,support vector machine,0,moocML,mooc,349,353
2305,training data,deep neural network,1,moocML,mooc,118,349
2306,deep neural network,transfer learning,0,moocML,mooc,349,79
2307,deep neural network,validation set,0,moocML,mooc,349,51
2308,derivative term,error cost function,0,moocML,mooc,120,415
2309,derivative term,feature scaling,0,moocML,mooc,120,67
2310,derivative term,forward propagation,1,moocML,mooc,120,294
2311,derivative term,global minimum,0,moocML,mooc,120,171
2312,derivative term,global optimum,0,moocML,mooc,120,239
2313,derivative term,gradient checking,1,moocML,mooc,120,233
2314,derivative term,gradient descent,1,moocML,mooc,120,298
