,conceptA,conceptB,isPrerequisite,dataset,fileA,fileB,conceptA_ind,conceptB_ind
5198,427,1514,0,moocML,mooc,mooc,296,264
5199,427,125,0,moocML,mooc,mooc,296,438
5200,427,1105,0,moocML,mooc,mooc,296,52
5201,427,630,0,moocML,mooc,mooc,296,269
5202,427,277,0,moocML,mooc,mooc,296,100
5203,427,429,0,moocML,mooc,mooc,296,16
5204,427,93,0,moocML,mooc,mooc,296,381
5205,427,882,0,moocML,mooc,mooc,296,224
5206,427,1360,1,moocML,mooc,mooc,296,310
5207,427,463,0,moocML,mooc,mooc,296,8
5208,427,1039,0,moocML,mooc,mooc,296,38
5209,427,423,0,moocML,mooc,mooc,296,358
5210,427,181,1,moocML,mooc,mooc,296,53
5211,427,18,1,moocML,mooc,mooc,296,32
5212,427,455,0,moocML,mooc,mooc,296,285
5213,427,1140,0,moocML,mooc,mooc,296,49
5214,427,1063,1,moocML,mooc,mooc,296,18
5215,427,157,0,moocML,mooc,mooc,296,395
5216,427,973,0,moocML,mooc,mooc,296,382
5217,427,1487,1,moocML,mooc,mooc,296,33
5218,427,616,0,moocML,mooc,mooc,296,28
5219,427,545,1,moocML,mooc,mooc,296,253
5220,427,1482,1,moocML,mooc,mooc,296,271
5221,427,843,0,moocML,mooc,mooc,296,130
5222,427,1097,0,moocML,mooc,mooc,296,363
5223,427,493,0,moocML,mooc,mooc,296,142
5224,427,337,0,moocML,mooc,mooc,296,304
5225,427,369,0,moocML,mooc,mooc,296,237
5226,427,961,0,moocML,mooc,mooc,296,102
5227,427,1067,0,moocML,mooc,mooc,296,81
5228,427,799,0,moocML,mooc,mooc,296,198
5229,427,1431,1,moocML,mooc,mooc,296,1
5230,427,306,1,moocML,mooc,mooc,296,113
5231,427,178,0,moocML,mooc,mooc,296,355
5232,427,477,0,moocML,mooc,mooc,296,416
5233,427,1212,1,moocML,mooc,mooc,296,372
5234,427,509,0,moocML,mooc,mooc,296,383
5235,427,673,0,moocML,mooc,mooc,296,29
5236,427,966,0,moocML,mooc,mooc,296,311
5237,427,759,0,moocML,mooc,mooc,296,47
5238,427,67,0,moocML,mooc,mooc,296,11
5239,427,881,0,moocML,mooc,mooc,296,275
5240,427,244,0,moocML,mooc,mooc,296,385
5241,427,299,0,moocML,mooc,mooc,296,7
5242,427,117,0,moocML,mooc,mooc,296,376
5243,427,852,0,moocML,mooc,mooc,296,48
5244,427,36,0,moocML,mooc,mooc,296,244
5245,427,1271,0,moocML,mooc,mooc,296,216
5246,427,195,0,moocML,mooc,mooc,296,174
5247,427,1075,0,moocML,mooc,mooc,296,312
5248,427,620,1,moocML,mooc,mooc,296,146
5249,427,878,0,moocML,mooc,mooc,296,4
5250,427,1217,1,moocML,mooc,mooc,296,295
5251,427,314,1,moocML,mooc,mooc,296,117
5252,427,520,1,moocML,mooc,mooc,296,149
5253,427,1316,1,moocML,mooc,mooc,296,196
5254,427,165,0,moocML,mooc,mooc,296,371
5255,427,304,1,moocML,mooc,mooc,296,202
5256,427,601,0,moocML,mooc,mooc,296,197
5257,427,561,0,moocML,mooc,mooc,296,218
5258,427,1294,0,moocML,mooc,mooc,296,64
5259,427,282,0,moocML,mooc,mooc,296,84
5260,427,393,0,moocML,mooc,mooc,296,97
5261,427,1533,1,moocML,mooc,mooc,296,273
5262,427,124,0,moocML,mooc,mooc,296,397
5263,427,1259,1,moocML,mooc,mooc,296,353
5264,427,1582,1,moocML,mooc,mooc,296,0
5265,427,783,1,moocML,mooc,mooc,296,316
5266,427,745,1,moocML,mooc,mooc,296,324
5267,427,603,1,moocML,mooc,mooc,296,107
5268,427,156,0,moocML,mooc,mooc,296,191
5269,427,1062,1,moocML,mooc,mooc,296,118
5270,427,317,1,moocML,mooc,mooc,296,147
5271,427,688,0,moocML,mooc,mooc,296,236
5272,427,874,1,moocML,mooc,mooc,296,145
5273,427,1055,1,moocML,mooc,mooc,296,41
5274,427,1230,0,moocML,mooc,mooc,296,36
5275,427,1214,1,moocML,mooc,mooc,296,181
5276,427,975,0,moocML,mooc,mooc,296,203
5277,427,134,1,moocML,mooc,mooc,296,51
5278,427,95,1,moocML,mooc,mooc,296,431
5279,427,1073,1,moocML,mooc,mooc,296,105
5280,427,646,1,moocML,mooc,mooc,296,91
5281,427,1434,1,moocML,mooc,mooc,296,138
5282,636,264,0,moocML,mooc,mooc,238,309
5283,636,125,0,moocML,mooc,mooc,238,438
5284,636,277,0,moocML,mooc,mooc,238,100
5285,636,429,0,moocML,mooc,mooc,238,16
5286,636,882,0,moocML,mooc,mooc,238,224
5287,636,1360,1,moocML,mooc,mooc,238,310
5288,636,463,0,moocML,mooc,mooc,238,8
5289,636,1039,0,moocML,mooc,mooc,238,38
5290,636,423,0,moocML,mooc,mooc,238,358
5291,636,181,1,moocML,mooc,mooc,238,53
5292,636,18,1,moocML,mooc,mooc,238,32
5293,636,455,0,moocML,mooc,mooc,238,285
5294,636,1140,0,moocML,mooc,mooc,238,49
5295,636,1063,1,moocML,mooc,mooc,238,18
5296,636,1487,0,moocML,mooc,mooc,238,33
5297,636,616,0,moocML,mooc,mooc,238,28
5298,636,1482,0,moocML,mooc,mooc,238,271
5299,945,754,1,moocML,mooc,mooc,363,238
5300,636,493,0,moocML,mooc,mooc,238,142
5301,284,754,1,moocML,mooc,mooc,304,238
5302,636,369,0,moocML,mooc,mooc,238,237
5303,636,1067,0,moocML,mooc,mooc,238,81
5304,636,799,0,moocML,mooc,mooc,238,198
5305,636,178,0,moocML,mooc,mooc,238,355
5306,636,1212,0,moocML,mooc,mooc,238,372
5307,636,509,0,moocML,mooc,mooc,238,383
5308,636,966,0,moocML,mooc,mooc,238,311
5309,636,759,0,moocML,mooc,mooc,238,47
5310,636,881,0,moocML,mooc,mooc,238,275
5311,636,299,0,moocML,mooc,mooc,238,7
5312,636,1271,0,moocML,mooc,mooc,238,216
5313,636,195,0,moocML,mooc,mooc,238,174
5314,636,1075,1,moocML,mooc,mooc,238,312
5315,636,878,0,moocML,mooc,mooc,238,4
5316,636,1217,1,moocML,mooc,mooc,238,295
5317,636,314,1,moocML,mooc,mooc,238,117
5318,636,520,1,moocML,mooc,mooc,238,149
5319,636,1316,1,moocML,mooc,mooc,238,196
5320,636,165,0,moocML,mooc,mooc,238,371
5321,636,561,0,moocML,mooc,mooc,238,218
5322,636,282,0,moocML,mooc,mooc,238,84
5323,636,1533,0,moocML,mooc,mooc,238,273
5324,636,124,0,moocML,mooc,mooc,238,397
5325,636,1259,1,moocML,mooc,mooc,238,353
5326,636,745,0,moocML,mooc,mooc,238,324
5327,636,603,0,moocML,mooc,mooc,238,107
5328,636,156,0,moocML,mooc,mooc,238,191
5329,636,1062,0,moocML,mooc,mooc,238,118
5330,636,317,0,moocML,mooc,mooc,238,147
5331,636,688,0,moocML,mooc,mooc,238,236
5332,636,1230,0,moocML,mooc,mooc,238,36
5333,636,1214,0,moocML,mooc,mooc,238,181
5334,636,134,0,moocML,mooc,mooc,238,51
5335,636,95,0,moocML,mooc,mooc,238,431
5336,636,1073,0,moocML,mooc,mooc,238,105
5337,636,646,0,moocML,mooc,mooc,238,91
5338,636,1434,0,moocML,mooc,mooc,238,138
5339,220,1218,1,moocML,mooc,mooc,309,241
5340,1053,1514,0,moocML,mooc,mooc,241,264
5341,1053,1105,0,moocML,mooc,mooc,241,52
5342,1053,630,0,moocML,mooc,mooc,241,269
5343,1053,277,0,moocML,mooc,mooc,241,100
5344,1053,429,0,moocML,mooc,mooc,241,16
5345,1053,423,0,moocML,mooc,mooc,241,358
5346,1053,181,0,moocML,mooc,mooc,241,53
5347,1053,455,0,moocML,mooc,mooc,241,285
5348,1053,1140,0,moocML,mooc,mooc,241,49
5349,1053,1063,0,moocML,mooc,mooc,241,18
5350,1053,616,0,moocML,mooc,mooc,241,28
5351,1053,545,1,moocML,mooc,mooc,241,253
5352,1053,843,0,moocML,mooc,mooc,241,130
5353,1053,1097,0,moocML,mooc,mooc,241,363
5354,1053,1067,0,moocML,mooc,mooc,241,81
5355,1053,799,0,moocML,mooc,mooc,241,198
5356,1053,306,1,moocML,mooc,mooc,241,113
5357,1053,509,0,moocML,mooc,mooc,241,383
5358,1053,881,0,moocML,mooc,mooc,241,275
5359,1053,1271,1,moocML,mooc,mooc,241,216
5360,1053,1075,0,moocML,mooc,mooc,241,312
5361,1053,878,0,moocML,mooc,mooc,241,4
5362,1053,165,0,moocML,mooc,mooc,241,371
5363,1053,304,1,moocML,mooc,mooc,241,202
5364,1053,601,0,moocML,mooc,mooc,241,197
5365,1053,745,0,moocML,mooc,mooc,241,324
5366,1053,603,0,moocML,mooc,mooc,241,107
5367,1053,156,0,moocML,mooc,mooc,241,191
5368,1053,1062,0,moocML,mooc,mooc,241,118
5369,1053,317,0,moocML,mooc,mooc,241,147
5370,1053,975,0,moocML,mooc,mooc,241,203
5371,1053,134,0,moocML,mooc,mooc,241,51
5372,1053,646,0,moocML,mooc,mooc,241,91
5373,1053,1434,0,moocML,mooc,mooc,241,138
5374,220,1514,0,moocML,mooc,mooc,309,264
5375,220,181,0,moocML,mooc,mooc,309,53
5376,220,1063,1,moocML,mooc,mooc,309,18
5377,220,616,0,moocML,mooc,mooc,309,28
5378,220,545,1,moocML,mooc,mooc,309,253
5379,220,337,0,moocML,mooc,mooc,309,304
5380,220,1067,0,moocML,mooc,mooc,309,81
5381,220,306,1,moocML,mooc,mooc,309,113
5382,220,178,0,moocML,mooc,mooc,309,355
5383,220,477,0,moocML,mooc,mooc,309,416
5384,220,673,0,moocML,mooc,mooc,309,29
5385,220,1271,1,moocML,mooc,mooc,309,216
5386,220,1075,0,moocML,mooc,mooc,309,312
5387,220,878,0,moocML,mooc,mooc,309,4
5388,220,304,1,moocML,mooc,mooc,309,202
5389,220,282,0,moocML,mooc,mooc,309,84
5390,220,393,0,moocML,mooc,mooc,309,97
5391,220,1533,0,moocML,mooc,mooc,309,273
5392,220,124,0,moocML,mooc,mooc,309,397
5393,220,1259,1,moocML,mooc,mooc,309,353
5394,220,1582,1,moocML,mooc,mooc,309,0
5395,220,783,1,moocML,mooc,mooc,309,316
5396,220,745,0,moocML,mooc,mooc,309,324
5397,220,603,0,moocML,mooc,mooc,309,107
5398,220,156,0,moocML,mooc,mooc,309,191
5399,220,1062,0,moocML,mooc,mooc,309,118
5400,220,317,0,moocML,mooc,mooc,309,147
5401,220,688,0,moocML,mooc,mooc,309,236
5402,220,1214,0,moocML,mooc,mooc,309,181
5403,220,134,0,moocML,mooc,mooc,309,51
5404,220,95,0,moocML,mooc,mooc,309,431
5405,220,646,0,moocML,mooc,mooc,309,91
5406,1304,1063,1,moocML,mooc,mooc,264,18
5407,1304,306,0,moocML,mooc,mooc,264,113
5408,1304,282,0,moocML,mooc,mooc,264,84
5409,1321,1514,1,moocML,mooc,mooc,273,264
5410,1304,603,0,moocML,mooc,mooc,264,107
5411,1304,156,0,moocML,mooc,mooc,264,191
5412,913,1514,1,moocML,mooc,mooc,118,264
5413,269,1514,1,moocML,mooc,mooc,147,264
5414,1304,688,0,moocML,mooc,mooc,264,236
5415,1304,95,0,moocML,mooc,mooc,264,431
5416,523,1386,1,moocML,mooc,mooc,28,322
5417,93,277,0,moocML,mooc,mooc,438,100
5418,93,429,0,moocML,mooc,mooc,438,16
5419,93,455,0,moocML,mooc,mooc,438,285
5420,93,1063,1,moocML,mooc,mooc,438,18
5421,523,125,1,moocML,mooc,mooc,28,438
5422,93,1482,0,moocML,mooc,mooc,438,271
5423,93,1097,0,moocML,mooc,mooc,438,363
5424,93,1067,0,moocML,mooc,mooc,438,81
5425,93,881,0,moocML,mooc,mooc,438,275
5426,93,1271,0,moocML,mooc,mooc,438,216
5427,93,195,0,moocML,mooc,mooc,438,174
5428,93,1075,0,moocML,mooc,mooc,438,312
5429,93,520,0,moocML,mooc,mooc,438,149
5430,93,282,0,moocML,mooc,mooc,438,84
5431,93,124,0,moocML,mooc,mooc,438,397
5432,93,1259,0,moocML,mooc,mooc,438,353
5433,93,1062,0,moocML,mooc,mooc,438,118
5434,93,317,0,moocML,mooc,mooc,438,147
5435,93,646,0,moocML,mooc,mooc,438,91
5436,949,630,0,moocML,mooc,mooc,52,269
5437,1012,1105,1,moocML,mooc,mooc,136,52
5438,523,1105,1,moocML,mooc,mooc,28,52
5439,949,601,0,moocML,mooc,mooc,52,197
5440,949,1062,0,moocML,mooc,mooc,52,118
5441,528,1105,1,moocML,mooc,mooc,267,52
5442,535,1396,0,moocML,mooc,mooc,269,13
5443,523,630,1,moocML,mooc,mooc,28,269
5444,535,1030,1,moocML,mooc,mooc,269,9
5445,535,381,0,moocML,mooc,mooc,269,46
5446,510,630,1,moocML,mooc,mooc,197,269
5447,535,784,0,moocML,mooc,mooc,269,71
5448,535,1294,0,moocML,mooc,mooc,269,64
5449,535,1533,0,moocML,mooc,mooc,269,273
5450,535,603,0,moocML,mooc,mooc,269,107
5451,535,1062,0,moocML,mooc,mooc,269,118
5452,535,317,0,moocML,mooc,mooc,269,147
5453,535,134,0,moocML,mooc,mooc,269,51
5454,1012,1063,0,moocML,mooc,mooc,136,18
5455,1012,973,0,moocML,mooc,mooc,136,382
5456,523,1172,1,moocML,mooc,mooc,28,136
5457,1012,263,0,moocML,mooc,mooc,136,396
5458,1012,981,0,moocML,mooc,mooc,136,96
5459,1012,509,0,moocML,mooc,mooc,136,383
5460,1012,1075,0,moocML,mooc,mooc,136,312
5461,1012,165,0,moocML,mooc,mooc,136,371
5462,528,1172,1,moocML,mooc,mooc,267,136
5463,230,429,1,moocML,mooc,mooc,100,16
5464,230,1360,0,moocML,mooc,mooc,100,310
5465,230,463,0,moocML,mooc,mooc,100,8
5466,230,1039,0,moocML,mooc,mooc,100,38
5467,230,423,0,moocML,mooc,mooc,100,358
5468,230,181,0,moocML,mooc,mooc,100,53
5469,230,455,0,moocML,mooc,mooc,100,285
5470,230,1140,0,moocML,mooc,mooc,100,49
5471,230,616,0,moocML,mooc,mooc,100,28
5472,230,1482,0,moocML,mooc,mooc,100,271
5473,945,277,1,moocML,mooc,mooc,363,100
5474,817,277,1,moocML,mooc,mooc,102,100
5475,918,277,1,moocML,mooc,mooc,81,100
5476,230,799,0,moocML,mooc,mooc,100,198
5477,230,966,0,moocML,mooc,mooc,100,311
5478,230,881,0,moocML,mooc,mooc,100,275
5479,252,277,1,moocML,mooc,mooc,7,100
5480,87,277,1,moocML,mooc,mooc,376,100
5481,29,277,1,moocML,mooc,mooc,244,100
5482,230,1271,0,moocML,mooc,mooc,100,216
5483,230,1075,0,moocML,mooc,mooc,100,312
5484,230,878,0,moocML,mooc,mooc,100,4
5485,230,314,0,moocML,mooc,mooc,100,117
5486,230,520,0,moocML,mooc,mooc,100,149
5487,230,1294,0,moocML,mooc,mooc,100,64
5488,230,282,0,moocML,mooc,mooc,100,84
5489,230,745,0,moocML,mooc,mooc,100,324
5490,230,1062,0,moocML,mooc,mooc,100,118
5491,230,317,0,moocML,mooc,mooc,100,147
5492,230,688,0,moocML,mooc,mooc,100,236
5493,230,1230,0,moocML,mooc,mooc,100,36
5494,230,134,0,moocML,mooc,mooc,100,51
5495,230,646,0,moocML,mooc,mooc,100,91
5496,364,1360,0,moocML,mooc,mooc,16,310
5497,364,463,0,moocML,mooc,mooc,16,8
5498,364,1039,0,moocML,mooc,mooc,16,38
5499,364,423,0,moocML,mooc,mooc,16,358
5500,364,181,0,moocML,mooc,mooc,16,53
5501,364,455,0,moocML,mooc,mooc,16,285
5502,364,1140,0,moocML,mooc,mooc,16,49
5503,364,616,0,moocML,mooc,mooc,16,28
5504,364,1482,0,moocML,mooc,mooc,16,271
5505,364,1097,0,moocML,mooc,mooc,16,363
5506,817,429,1,moocML,mooc,mooc,102,16
5507,918,429,1,moocML,mooc,mooc,81,16
5508,364,799,0,moocML,mooc,mooc,16,198
5509,364,966,0,moocML,mooc,mooc,16,311
5510,364,881,0,moocML,mooc,mooc,16,275
5511,252,429,1,moocML,mooc,mooc,7,16
5512,87,429,1,moocML,mooc,mooc,376,16
5513,29,429,1,moocML,mooc,mooc,244,16
5514,364,1271,0,moocML,mooc,mooc,16,216
5515,364,1075,0,moocML,mooc,mooc,16,312
5516,364,878,0,moocML,mooc,mooc,16,4
5517,364,520,0,moocML,mooc,mooc,16,149
5518,364,1294,0,moocML,mooc,mooc,16,64
5519,364,282,0,moocML,mooc,mooc,16,84
5520,364,317,0,moocML,mooc,mooc,16,147
5521,364,688,0,moocML,mooc,mooc,16,236
5522,364,646,0,moocML,mooc,mooc,16,91
5523,1199,882,0,moocML,mooc,mooc,13,224
5524,1199,1063,0,moocML,mooc,mooc,13,18
5525,1199,616,0,moocML,mooc,mooc,13,28
5526,1199,493,0,moocML,mooc,mooc,13,142
5527,1199,1067,0,moocML,mooc,mooc,13,81
5528,1199,1030,0,moocML,mooc,mooc,13,9
5529,1199,381,0,moocML,mooc,mooc,13,46
5530,1199,1271,0,moocML,mooc,mooc,13,216
5531,1199,878,0,moocML,mooc,mooc,13,4
5532,1199,784,0,moocML,mooc,mooc,13,71
5533,1199,1294,0,moocML,mooc,mooc,13,64
5534,1199,1533,0,moocML,mooc,mooc,13,273
5535,1199,124,0,moocML,mooc,mooc,13,397
5536,1199,1259,0,moocML,mooc,mooc,13,353
5537,1199,745,0,moocML,mooc,mooc,13,324
5538,1199,603,0,moocML,mooc,mooc,13,107
5539,1199,1062,0,moocML,mooc,mooc,13,118
5540,1199,317,0,moocML,mooc,mooc,13,147
5541,1199,1214,0,moocML,mooc,mooc,13,181
5542,1199,134,0,moocML,mooc,mooc,13,51
5543,70,463,0,moocML,mooc,mooc,381,8
5544,70,1039,0,moocML,mooc,mooc,381,38
5545,70,423,0,moocML,mooc,mooc,381,358
5546,70,455,0,moocML,mooc,mooc,381,285
5547,70,616,0,moocML,mooc,mooc,381,28
5548,70,1212,0,moocML,mooc,mooc,381,372
5549,70,244,0,moocML,mooc,mooc,381,385
5550,70,36,0,moocML,mooc,mooc,381,244
5551,70,387,0,moocML,mooc,mooc,381,31
5552,70,1075,0,moocML,mooc,mooc,381,312
5553,70,561,0,moocML,mooc,mooc,381,218
5554,70,184,0,moocML,mooc,mooc,381,106
5555,70,745,0,moocML,mooc,mooc,381,324
5556,70,603,0,moocML,mooc,mooc,381,107
5557,70,156,0,moocML,mooc,mooc,381,191
5558,70,1062,0,moocML,mooc,mooc,381,118
5559,70,317,0,moocML,mooc,mooc,381,147
5560,70,688,0,moocML,mooc,mooc,381,236
5561,70,1230,0,moocML,mooc,mooc,381,36
5562,70,975,0,moocML,mooc,mooc,381,203
5563,70,134,0,moocML,mooc,mooc,381,51
5564,70,646,0,moocML,mooc,mooc,381,91
5565,459,481,1,moocML,mooc,mooc,327,246
5566,459,282,0,moocML,mooc,mooc,327,84
5567,913,537,1,moocML,mooc,mooc,118,327
5568,269,537,1,moocML,mooc,mooc,147,327
5569,409,282,0,moocML,mooc,mooc,246,84
5570,409,1062,0,moocML,mooc,mooc,246,118
5571,409,317,0,moocML,mooc,mooc,246,147
5572,744,1140,0,moocML,mooc,mooc,224,49
5573,744,1063,1,moocML,mooc,mooc,224,18
5574,744,616,0,moocML,mooc,mooc,224,28
5575,709,882,1,moocML,mooc,mooc,130,224
5576,744,1097,0,moocML,mooc,mooc,224,363
5577,744,493,0,moocML,mooc,mooc,224,142
5578,284,882,1,moocML,mooc,mooc,304,224
5579,744,1067,0,moocML,mooc,mooc,224,81
5580,744,799,0,moocML,mooc,mooc,224,198
5581,744,966,0,moocML,mooc,mooc,224,311
5582,744,620,0,moocML,mooc,mooc,224,146
5583,744,878,1,moocML,mooc,mooc,224,4
5584,744,561,0,moocML,mooc,mooc,224,218
5585,744,1533,0,moocML,mooc,mooc,224,273
5586,744,124,0,moocML,mooc,mooc,224,397
5587,744,1259,1,moocML,mooc,mooc,224,353
5588,744,745,0,moocML,mooc,mooc,224,324
5589,744,603,0,moocML,mooc,mooc,224,107
5590,744,1062,0,moocML,mooc,mooc,224,118
5591,744,317,0,moocML,mooc,mooc,224,147
5592,744,1214,0,moocML,mooc,mooc,224,181
5593,744,134,0,moocML,mooc,mooc,224,51
5594,744,646,0,moocML,mooc,mooc,224,91
5595,744,1434,0,moocML,mooc,mooc,224,138
5596,1245,878,1,moocML,mooc,mooc,325,4
5597,1245,561,0,moocML,mooc,mooc,325,218
5598,1245,745,0,moocML,mooc,mooc,325,324
5599,1245,603,0,moocML,mooc,mooc,325,107
5600,1245,156,0,moocML,mooc,mooc,325,191
5601,1245,1062,0,moocML,mooc,mooc,325,118
5602,1245,317,0,moocML,mooc,mooc,325,147
5603,1245,688,0,moocML,mooc,mooc,325,236
5604,1245,646,1,moocML,mooc,mooc,325,91
5605,1245,1434,1,moocML,mooc,mooc,325,138
5606,890,1360,1,moocML,mooc,mooc,38,310
5607,1173,18,0,moocML,mooc,mooc,310,32
5608,1173,455,0,moocML,mooc,mooc,310,285
5609,1173,616,0,moocML,mooc,mooc,310,28
5610,1173,369,0,moocML,mooc,mooc,310,237
5611,825,1360,1,moocML,mooc,mooc,26,310
5612,252,1360,1,moocML,mooc,mooc,7,310
5613,29,1360,1,moocML,mooc,mooc,244,310
5614,1173,1483,0,moocML,mooc,mooc,310,2
5615,1173,1294,0,moocML,mooc,mooc,310,64
5616,1173,1533,0,moocML,mooc,mooc,310,273
5617,1173,1435,0,moocML,mooc,mooc,310,307
5618,1173,1214,0,moocML,mooc,mooc,310,181
5619,890,463,1,moocML,mooc,mooc,38,8
5620,394,423,1,moocML,mooc,mooc,8,358
5621,394,181,0,moocML,mooc,mooc,8,53
5622,394,455,0,moocML,mooc,mooc,8,285
5623,394,616,0,moocML,mooc,mooc,8,28
5624,394,843,0,moocML,mooc,mooc,8,130
5625,394,1097,0,moocML,mooc,mooc,8,363
5626,394,493,0,moocML,mooc,mooc,8,142
5627,394,799,0,moocML,mooc,mooc,8,198
5628,394,1212,0,moocML,mooc,mooc,8,372
5629,394,881,0,moocML,mooc,mooc,8,275
5630,394,244,0,moocML,mooc,mooc,8,385
5631,394,195,0,moocML,mooc,mooc,8,174
5632,394,387,0,moocML,mooc,mooc,8,31
5633,394,1075,0,moocML,mooc,mooc,8,312
5634,394,620,0,moocML,mooc,mooc,8,146
5635,394,878,0,moocML,mooc,mooc,8,4
5636,394,561,0,moocML,mooc,mooc,8,218
5637,394,184,0,moocML,mooc,mooc,8,106
5638,394,745,0,moocML,mooc,mooc,8,324
5639,394,603,0,moocML,mooc,mooc,8,107
5640,394,156,0,moocML,mooc,mooc,8,191
5641,394,1062,0,moocML,mooc,mooc,8,118
5642,394,317,0,moocML,mooc,mooc,8,147
5643,394,688,0,moocML,mooc,mooc,8,236
5644,394,1230,0,moocML,mooc,mooc,8,36
5645,394,975,0,moocML,mooc,mooc,8,203
5646,394,134,0,moocML,mooc,mooc,8,51
5647,394,646,0,moocML,mooc,mooc,8,91
5648,890,423,1,moocML,mooc,mooc,38,358
5649,890,616,0,moocML,mooc,mooc,38,28
5650,890,1212,0,moocML,mooc,mooc,38,372
5651,890,881,0,moocML,mooc,mooc,38,275
5652,890,244,0,moocML,mooc,mooc,38,385
5653,890,968,0,moocML,mooc,mooc,38,26
5654,890,299,0,moocML,mooc,mooc,38,7
5655,890,36,0,moocML,mooc,mooc,38,244
5656,890,195,1,moocML,mooc,mooc,38,174
5657,890,1075,0,moocML,mooc,mooc,38,312
5658,890,878,1,moocML,mooc,mooc,38,4
5659,890,561,0,moocML,mooc,mooc,38,218
5660,890,282,0,moocML,mooc,mooc,38,84
5661,890,1533,0,moocML,mooc,mooc,38,273
5662,890,745,0,moocML,mooc,mooc,38,324
5663,890,603,0,moocML,mooc,mooc,38,107
5664,890,156,0,moocML,mooc,mooc,38,191
5665,890,1062,0,moocML,mooc,mooc,38,118
5666,890,317,0,moocML,mooc,mooc,38,147
5667,890,688,0,moocML,mooc,mooc,38,236
5668,890,1230,1,moocML,mooc,mooc,38,36
5669,890,1214,0,moocML,mooc,mooc,38,181
5670,890,975,0,moocML,mooc,mooc,38,203
5671,890,134,0,moocML,mooc,mooc,38,51
5672,890,646,1,moocML,mooc,mooc,38,91
5673,360,455,0,moocML,mooc,mooc,358,285
5674,360,1140,0,moocML,mooc,mooc,358,49
5675,360,1063,0,moocML,mooc,mooc,358,18
5676,360,1097,0,moocML,mooc,mooc,358,363
5677,360,493,0,moocML,mooc,mooc,358,142
5678,918,423,1,moocML,mooc,mooc,81,358
5679,360,178,0,moocML,mooc,mooc,358,355
5680,360,1212,0,moocML,mooc,mooc,358,372
5681,360,509,0,moocML,mooc,mooc,358,383
5682,360,881,0,moocML,mooc,mooc,358,275
5683,360,1075,0,moocML,mooc,mooc,358,312
5684,360,878,0,moocML,mooc,mooc,358,4
5685,360,1217,0,moocML,mooc,mooc,358,295
5686,360,165,0,moocML,mooc,mooc,358,371
5687,360,561,0,moocML,mooc,mooc,358,218
5688,627,423,1,moocML,mooc,mooc,324,358
5689,512,423,1,moocML,mooc,mooc,107,358
5690,120,423,1,moocML,mooc,mooc,191,358
5691,913,423,1,moocML,mooc,mooc,118,358
5692,269,423,1,moocML,mooc,mooc,147,358
5693,584,423,1,moocML,mooc,mooc,236,358
5694,1063,423,1,moocML,mooc,mooc,36,358
5695,830,423,1,moocML,mooc,mooc,203,358
5696,103,423,1,moocML,mooc,mooc,51,358
5697,72,423,1,moocML,mooc,mooc,431,358
5698,548,423,1,moocML,mooc,mooc,91,358
5699,1235,423,1,moocML,mooc,mooc,138,358
5700,978,181,1,moocML,mooc,mooc,49,53
5701,145,1063,1,moocML,mooc,mooc,53,18
5702,145,437,1,moocML,mooc,mooc,53,173
5703,145,616,0,moocML,mooc,mooc,53,28
5704,145,843,0,moocML,mooc,mooc,53,130
5705,145,1097,0,moocML,mooc,mooc,53,363
5706,145,337,0,moocML,mooc,mooc,53,304
5707,145,263,0,moocML,mooc,mooc,53,396
5708,145,981,0,moocML,mooc,mooc,53,96
5709,145,1067,0,moocML,mooc,mooc,53,81
5710,145,799,0,moocML,mooc,mooc,53,198
5711,145,477,0,moocML,mooc,mooc,53,416
5712,569,181,1,moocML,mooc,mooc,29,53
5713,823,181,1,moocML,mooc,mooc,311,53
5714,145,878,0,moocML,mooc,mooc,53,4
5715,145,393,0,moocML,mooc,mooc,53,97
5716,145,124,0,moocML,mooc,mooc,53,397
5717,145,1259,0,moocML,mooc,mooc,53,353
5718,145,1582,0,moocML,mooc,mooc,53,0
5719,145,783,0,moocML,mooc,mooc,53,316
5720,913,181,1,moocML,mooc,mooc,118,53
5721,269,181,1,moocML,mooc,mooc,147,53
5722,145,646,0,moocML,mooc,mooc,53,91
5723,149,113,1,moocML,mooc,mooc,183,125
5724,149,616,0,moocML,mooc,mooc,183,28
5725,149,961,0,moocML,mooc,mooc,183,102
5726,87,186,1,moocML,mooc,mooc,376,183
5727,149,1435,0,moocML,mooc,mooc,183,307
5728,149,603,0,moocML,mooc,mooc,183,107
5729,149,1062,0,moocML,mooc,mooc,183,118
5730,149,317,0,moocML,mooc,mooc,183,147
5731,523,113,1,moocML,mooc,mooc,28,125
5732,817,113,1,moocML,mooc,mooc,102,125
5733,87,113,1,moocML,mooc,mooc,376,125
5734,1236,113,1,moocML,mooc,mooc,307,125
5735,84,1062,0,moocML,mooc,mooc,125,118
5736,84,317,0,moocML,mooc,mooc,125,147
5737,386,18,1,moocML,mooc,mooc,285,32
5738,17,590,0,moocML,mooc,mooc,32,85
5739,17,843,0,moocML,mooc,mooc,32,130
5740,17,369,0,moocML,mooc,mooc,32,237
5741,17,881,0,moocML,mooc,mooc,32,275
5742,17,299,0,moocML,mooc,mooc,32,7
5743,17,1483,0,moocML,mooc,mooc,32,2
5744,17,1533,0,moocML,mooc,mooc,32,273
