conceptA,conceptB,isPrerequisite,dataset,file,conceptA_ind,conceptB_ind,fileB
385,1422,0,moocML,mooc,250,42,mooc
385,975,0,moocML,mooc,250,203,mooc
385,283,0,moocML,mooc,250,88,mooc
385,1075,0,moocML,mooc,250,312,mooc
385,199,0,moocML,mooc,250,298,mooc
385,1039,0,moocML,mooc,250,38,mooc
385,878,0,moocML,mooc,250,4,mooc
385,383,0,moocML,mooc,250,110,mooc
385,404,0,moocML,mooc,250,35,mooc
385,282,0,moocML,mooc,250,84,mooc
385,178,0,moocML,mooc,250,355,mooc
385,1154,0,moocML,mooc,250,134,mooc
385,231,0,moocML,mooc,250,328,mooc
385,603,0,moocML,mooc,250,107,mooc
385,1197,0,moocML,mooc,250,421,mooc
386,124,0,moocML,mooc,285,397,mooc
386,1482,0,moocML,mooc,285,271,mooc
386,1533,0,moocML,mooc,285,273,mooc
386,900,1,moocML,mooc,285,277,mooc
386,317,0,moocML,mooc,285,147,mooc
386,184,0,moocML,mooc,285,106,mooc
386,1214,0,moocML,mooc,285,181,mooc
386,304,0,moocML,mooc,285,202,mooc
386,1075,0,moocML,mooc,285,312,mooc
386,520,0,moocML,mooc,285,149,mooc
386,18,1,moocML,mooc,285,32,mooc
386,1097,0,moocML,mooc,285,363,mooc
386,1271,0,moocML,mooc,285,216,mooc
386,282,0,moocML,mooc,285,84,mooc
386,134,0,moocML,mooc,285,51,mooc
386,881,0,moocML,mooc,285,275,mooc
386,616,0,moocML,mooc,285,28,mooc
386,1230,0,moocML,mooc,285,36,mooc
386,1259,0,moocML,mooc,285,353,mooc
386,369,0,moocML,mooc,285,237,mooc
386,1483,0,moocML,mooc,285,2,mooc
386,299,0,moocML,mooc,285,7,mooc
387,472,1,drive,drive,343,751,drive
388,406,0,drive,drive,304,712,drive
388,1074,0,drive,drive,304,494,drive
388,901,0,drive,drive,304,733,drive
388,480,0,drive,drive,304,746,drive
389,720,0,drive,drive,182,554,drive
389,530,0,drive,drive,182,573,drive
390,208,1,pseudo,al_cpl,280,8,al_cpl
390,1542,1,al_cpl,al_cpl,156,299,al_cpl
390,1164,1,al_cpl,al_cpl,156,235,al_cpl
390,1236,0,al_cpl,al_cpl,156,441,al_cpl
390,868,0,al_cpl,al_cpl,156,117,al_cpl
390,617,1,al_cpl,al_cpl,156,293,al_cpl
390,745,0,pseudo,al_cpl,339,324,mooc
390,1130,0,al_cpl,al_cpl,156,130,al_cpl
390,978,1,al_cpl,al_cpl,156,481,al_cpl
390,1376,0,al_cpl,al_cpl,156,7,al_cpl
390,284,0,al_cpl,al_cpl,156,300,al_cpl
390,1496,0,al_cpl,al_cpl,156,324,al_cpl
391,364,0,al_cpl,al_cpl,379,358,al_cpl
391,1496,1,al_cpl,al_cpl,379,324,al_cpl
391,748,0,al_cpl,al_cpl,379,80,al_cpl
391,323,0,al_cpl,al_cpl,379,413,al_cpl
391,1410,0,al_cpl,al_cpl,379,228,al_cpl
391,1481,0,al_cpl,al_cpl,379,39,al_cpl
391,1309,0,al_cpl,al_cpl,379,502,al_cpl
391,293,0,al_cpl,al_cpl,379,10,al_cpl
391,280,0,al_cpl,al_cpl,379,40,al_cpl
391,866,0,al_cpl,al_cpl,379,41,al_cpl
391,1289,1,al_cpl,al_cpl,379,342,al_cpl
391,1089,0,al_cpl,al_cpl,379,380,al_cpl
391,745,0,pseudo,al_cpl,339,324,mooc
391,1093,1,pseudo,al_cpl,435,298,al_cpl
392,1093,1,pseudo,drive,435,298,al_cpl
392,836,1,drive,drive,126,533,drive
392,524,0,drive,drive,126,532,drive
392,603,0,pseudo,drive,401,107,mooc
393,1301,0,al_cpl,al_cpl,194,25,al_cpl
394,603,0,moocML,mooc,8,107,mooc
394,616,0,moocML,mooc,8,28,mooc
394,1062,0,moocML,mooc,8,118,mooc
394,317,0,moocML,mooc,8,147,mooc
394,881,0,moocML,mooc,8,275,mooc
394,195,0,moocML,mooc,8,174,mooc
394,387,0,moocML,mooc,8,31,mooc
394,134,0,moocML,mooc,8,51,mooc
394,620,0,moocML,mooc,8,146,mooc
394,244,0,moocML,mooc,8,385,mooc
394,1230,0,moocML,mooc,8,36,mooc
394,1196,1,moocML,mooc,8,373,mooc
394,423,1,moocML,mooc,8,358,mooc
394,493,0,moocML,mooc,8,142,mooc
394,1097,0,moocML,mooc,8,363,mooc
394,745,0,moocML,mooc,8,324,mooc
394,688,0,moocML,mooc,8,236,mooc
394,561,0,moocML,mooc,8,218,mooc
394,156,0,moocML,mooc,8,191,mooc
394,646,0,moocML,mooc,8,91,mooc
395,208,1,pseudo,al_cpl,280,8,al_cpl
395,81,1,pseudo,al_cpl,435,276,al_cpl
395,369,0,pseudo,al_cpl,272,237,mooc
395,745,0,pseudo,al_cpl,339,324,mooc
395,1338,1,al_cpl,al_cpl,446,374,al_cpl
395,555,0,al_cpl,al_cpl,446,521,al_cpl
395,1093,1,al_cpl,al_cpl,446,298,al_cpl
395,1502,1,al_cpl,al_cpl,446,210,al_cpl
395,430,0,al_cpl,al_cpl,446,466,al_cpl
395,914,1,al_cpl,al_cpl,446,95,al_cpl
395,334,0,al_cpl,al_cpl,446,53,al_cpl
396,676,0,moocDSA,mooc,300,229,mooc
396,1385,0,moocDSA,mooc,300,155,mooc
396,1114,0,moocDSA,mooc,300,21,mooc
396,396,0,moocDSA,mooc,300,262,mooc
397,1329,0,drive,drive,172,615,drive
397,151,0,drive,drive,172,48,drive
397,719,0,drive,drive,172,656,drive
397,37,0,drive,drive,172,40,drive
397,731,0,drive,drive,172,388,drive
397,854,0,drive,drive,172,587,drive
397,208,1,pseudo,drive,280,8,al_cpl
397,1093,1,pseudo,drive,435,298,al_cpl
397,243,0,drive,drive,172,806,drive
397,505,0,drive,drive,172,606,drive
397,310,0,drive,drive,172,803,drive
397,947,0,drive,drive,172,635,drive
397,1227,0,drive,drive,172,627,drive
397,1129,0,drive,drive,172,223,drive
397,1383,0,drive,drive,172,802,drive
397,1048,0,drive,drive,172,804,drive
397,951,1,drive,drive,172,619,drive
397,720,0,drive,drive,172,554,drive
397,539,1,drive,drive,172,612,drive
397,1572,0,drive,drive,172,387,drive
397,1577,1,drive,drive,172,613,drive
397,425,0,drive,drive,172,47,drive
397,1402,0,drive,drive,172,609,drive
397,1366,0,drive,drive,172,805,drive
397,905,0,drive,drive,172,600,drive
397,611,0,drive,drive,172,551,drive
397,1415,0,drive,drive,172,595,drive
397,1109,0,drive,drive,172,601,drive
397,168,0,drive,drive,172,592,drive
397,30,0,drive,drive,172,549,drive
397,922,0,drive,drive,172,807,drive
397,967,1,drive,drive,172,204,drive
397,613,0,drive,drive,172,479,drive
397,745,0,pseudo,drive,339,324,mooc
397,603,0,pseudo,drive,401,107,mooc
398,346,1,al_cpl,al_cpl,500,282,al_cpl
398,544,0,al_cpl,al_cpl,500,328,al_cpl
398,1568,0,al_cpl,al_cpl,500,20,al_cpl
398,581,0,al_cpl,al_cpl,500,43,al_cpl
398,834,0,al_cpl,al_cpl,500,233,al_cpl
398,876,0,al_cpl,al_cpl,500,27,al_cpl
398,1325,1,al_cpl,al_cpl,500,232,al_cpl
398,624,1,al_cpl,al_cpl,500,391,al_cpl
398,380,1,al_cpl,al_cpl,500,256,al_cpl
398,350,1,al_cpl,al_cpl,500,288,al_cpl
398,1364,1,al_cpl,al_cpl,500,486,al_cpl
399,157,0,moocML,mooc,351,395,mooc
399,628,0,moocML,mooc,351,30,mooc
399,1533,0,moocML,mooc,351,273,mooc
399,963,0,moocML,mooc,351,404,mooc
399,401,0,moocML,mooc,351,56,mooc
399,961,0,moocML,mooc,351,102,mooc
399,632,0,moocML,mooc,351,230,mooc
399,1274,0,moocML,mooc,351,301,mooc
399,547,0,moocML,mooc,351,75,mooc
399,692,0,moocML,mooc,351,131,mooc
399,943,0,moocML,mooc,351,144,mooc
399,633,0,moocML,mooc,351,352,mooc
399,503,0,moocML,mooc,351,296,mooc
399,745,0,moocML,mooc,351,324,mooc
399,283,0,moocML,mooc,351,88,mooc
399,1055,0,moocML,mooc,351,41,mooc
399,1214,0,moocML,mooc,351,181,mooc
399,1153,0,moocML,mooc,351,132,mooc
399,281,0,moocML,mooc,351,157,mooc
399,895,0,moocML,mooc,351,422,mooc
399,1294,0,moocML,mooc,351,64,mooc
399,134,0,moocML,mooc,351,51,mooc
399,603,0,moocML,mooc,351,107,mooc
400,1418,0,moocDSA,mooc,279,212,mooc
400,848,0,moocDSA,mooc,279,386,mooc
400,887,0,moocDSA,mooc,279,360,mooc
401,252,0,al_cpl,al_cpl,285,258,al_cpl
402,1453,1,al_cpl,al_cpl,78,377,al_cpl
402,1240,1,al_cpl,al_cpl,78,17,al_cpl
402,1338,1,al_cpl,al_cpl,78,374,al_cpl
402,202,1,al_cpl,al_cpl,78,277,al_cpl
402,385,0,al_cpl,al_cpl,78,397,al_cpl
402,1497,0,al_cpl,al_cpl,78,42,al_cpl
402,1554,0,al_cpl,al_cpl,78,355,al_cpl
402,745,0,pseudo,al_cpl,339,324,mooc
402,1062,0,pseudo,al_cpl,272,118,mooc
402,1057,0,al_cpl,al_cpl,78,431,al_cpl
402,603,0,pseudo,al_cpl,401,107,mooc
402,295,0,al_cpl,al_cpl,78,354,al_cpl
402,1363,1,al_cpl,al_cpl,78,139,al_cpl
402,1111,1,pseudo,al_cpl,95,88,drive
402,208,1,pseudo,al_cpl,280,8,al_cpl
402,1502,1,pseudo,al_cpl,435,210,al_cpl
402,1093,1,pseudo,al_cpl,435,298,al_cpl
402,81,1,al_cpl,al_cpl,78,276,al_cpl
402,1343,1,al_cpl,al_cpl,78,534,al_cpl
402,369,0,pseudo,al_cpl,272,237,mooc
402,1160,0,al_cpl,al_cpl,78,515,al_cpl
403,202,1,al_cpl,al_cpl,404,277,al_cpl
403,81,1,al_cpl,al_cpl,404,276,al_cpl
403,1343,1,al_cpl,al_cpl,404,534,al_cpl
403,738,0,al_cpl,al_cpl,404,501,al_cpl
403,1527,0,al_cpl,al_cpl,404,361,al_cpl
403,1453,1,al_cpl,al_cpl,404,377,al_cpl
403,189,0,al_cpl,al_cpl,404,437,al_cpl
403,116,0,al_cpl,al_cpl,404,359,al_cpl
403,1019,0,al_cpl,al_cpl,404,479,al_cpl
403,1240,1,al_cpl,al_cpl,404,17,al_cpl
403,1554,0,al_cpl,al_cpl,404,355,al_cpl
403,1338,1,pseudo,al_cpl,378,374,al_cpl
403,1093,1,pseudo,al_cpl,435,298,al_cpl
403,1502,1,al_cpl,al_cpl,404,210,al_cpl
403,745,0,pseudo,al_cpl,339,324,mooc
403,369,0,pseudo,al_cpl,272,237,mooc
404,1143,0,moocML,mooc,55,255,mooc
404,662,0,moocML,mooc,55,80,mooc
404,1257,0,moocML,mooc,55,45,mooc
404,799,0,moocML,mooc,55,198,mooc
404,1097,0,moocML,mooc,55,363,mooc
404,404,0,moocML,mooc,55,35,mooc
404,1062,0,moocML,mooc,55,118,mooc
404,199,1,moocML,mooc,55,298,mooc
404,931,1,moocML,mooc,55,39,mooc
404,426,0,moocML,mooc,55,429,mooc
404,1141,0,moocML,mooc,55,239,mooc
404,493,0,moocML,mooc,55,142,mooc
404,1487,1,moocML,mooc,55,33,mooc
404,282,1,moocML,mooc,55,84,mooc
404,616,0,moocML,mooc,55,28,mooc
404,201,0,moocML,mooc,55,315,mooc
404,1075,0,moocML,mooc,55,312,mooc
404,503,0,moocML,mooc,55,296,mooc
404,1437,0,moocML,mooc,55,214,mooc
404,745,0,pseudo,mooc,339,324,mooc
404,944,0,moocML,mooc,55,409,mooc
404,547,0,moocML,mooc,55,75,mooc
404,1422,0,moocML,mooc,55,42,mooc
404,843,0,moocML,mooc,55,130,mooc
404,1533,0,moocML,mooc,55,273,mooc
404,882,0,moocML,mooc,55,224,mooc
404,2,0,moocML,mooc,55,272,mooc
404,1212,0,moocML,mooc,55,372,mooc
404,317,0,moocML,mooc,55,147,mooc
404,208,1,pseudo,mooc,280,8,al_cpl
404,443,0,moocML,mooc,55,120,mooc
404,337,0,moocML,mooc,55,304,mooc
404,754,0,moocML,mooc,55,238,mooc
404,1235,0,moocML,mooc,55,199,mooc
405,646,0,moocML,mooc,416,91,mooc
405,673,0,moocML,mooc,416,29,mooc
405,317,0,moocML,mooc,416,147,mooc
405,393,0,moocML,mooc,416,97,mooc
406,1404,1,pseudo,al_cpl,193,365,al_cpl
406,745,0,pseudo,al_cpl,339,324,mooc
406,690,0,al_cpl,al_cpl,217,168,al_cpl
406,918,0,al_cpl,al_cpl,217,304,al_cpl
406,68,0,al_cpl,al_cpl,217,215,al_cpl
406,87,0,al_cpl,al_cpl,217,2,al_cpl
406,1126,0,al_cpl,al_cpl,217,384,al_cpl
406,994,0,al_cpl,al_cpl,217,198,al_cpl
406,43,0,al_cpl,al_cpl,217,144,al_cpl
406,312,0,al_cpl,al_cpl,217,189,al_cpl
406,1351,1,al_cpl,al_cpl,217,218,al_cpl
406,1553,0,al_cpl,al_cpl,217,145,al_cpl
406,1054,0,al_cpl,al_cpl,217,161,al_cpl
406,597,0,al_cpl,al_cpl,217,476,al_cpl
406,5,1,al_cpl,al_cpl,217,193,al_cpl
406,336,1,al_cpl,al_cpl,217,294,al_cpl
406,1146,1,al_cpl,al_cpl,217,333,al_cpl
406,588,0,al_cpl,al_cpl,217,539,al_cpl
407,508,0,al_cpl,al_cpl,477,56,al_cpl
407,334,1,al_cpl,al_cpl,477,53,al_cpl
407,81,0,al_cpl,al_cpl,477,276,al_cpl
407,179,0,al_cpl,al_cpl,477,119,al_cpl
407,213,0,al_cpl,al_cpl,477,420,al_cpl
407,1311,0,al_cpl,al_cpl,477,180,al_cpl
407,46,0,al_cpl,al_cpl,477,519,al_cpl
407,40,0,al_cpl,al_cpl,477,378,al_cpl
407,1280,0,al_cpl,al_cpl,477,407,al_cpl
407,262,0,al_cpl,al_cpl,477,459,al_cpl
407,42,0,al_cpl,al_cpl,477,71,al_cpl
407,25,0,al_cpl,al_cpl,477,435,al_cpl
407,295,0,al_cpl,al_cpl,477,354,al_cpl
407,614,0,al_cpl,al_cpl,477,509,al_cpl
407,167,0,al_cpl,al_cpl,477,525,al_cpl
407,761,0,al_cpl,al_cpl,477,396,al_cpl
407,1343,0,al_cpl,al_cpl,477,534,al_cpl
407,175,0,al_cpl,al_cpl,477,84,al_cpl
407,1332,0,al_cpl,al_cpl,477,369,al_cpl
407,988,0,al_cpl,al_cpl,477,61,al_cpl
407,1240,0,al_cpl,al_cpl,477,17,al_cpl
407,844,0,al_cpl,al_cpl,477,97,al_cpl
407,807,0,al_cpl,al_cpl,477,23,al_cpl
407,392,0,al_cpl,al_cpl,477,518,al_cpl
407,1338,0,al_cpl,al_cpl,477,374,al_cpl
407,385,0,al_cpl,al_cpl,477,397,al_cpl
407,1502,1,al_cpl,al_cpl,477,210,al_cpl
408,524,0,drive,drive,125,532,drive
408,836,0,drive,drive,125,533,drive
409,1062,0,moocML,mooc,246,118,mooc
409,317,0,moocML,mooc,246,147,mooc
409,282,0,moocML,mooc,246,84,mooc
410,1093,1,pseudo,drive,435,298,al_cpl
410,369,0,pseudo,drive,272,237,mooc
410,745,0,pseudo,drive,339,324,mooc
410,603,0,pseudo,drive,401,107,mooc
410,700,0,pseudo,drive,185,289,mooc
410,1404,1,pseudo,drive,193,365,al_cpl
410,1169,1,drive,drive,79,658,drive
410,816,1,drive,drive,79,87,drive
410,889,1,drive,drive,79,638,drive
410,1098,0,drive,drive,79,577,drive
410,787,1,drive,drive,79,614,drive
410,233,0,drive,drive,79,422,drive
410,529,1,drive,drive,79,639,drive
410,956,0,drive,drive,79,611,drive
410,127,1,drive,drive,79,73,drive
410,372,1,drive,drive,79,68,drive
410,597,1,drive,drive,79,71,drive
410,328,1,drive,drive,79,649,drive
410,1252,1,drive,drive,79,650,drive
410,1289,1,pseudo,drive,280,342,al_cpl
410,1258,1,pseudo,drive,193,321,al_cpl
411,1170,1,moocDSA,mooc,206,116,mooc
412,576,0,moocDSA,mooc,286,263,mooc
412,1213,0,moocDSA,mooc,286,303,mooc
412,1013,0,moocDSA,mooc,286,319,mooc
412,64,0,moocDSA,mooc,286,434,mooc
412,873,0,moocDSA,mooc,286,412,mooc
413,251,0,moocDSA,mooc,297,23,mooc
413,1489,0,moocDSA,mooc,297,400,mooc
413,1170,1,moocDSA,mooc,297,116,mooc
413,1391,1,moocDSA,mooc,297,34,mooc
413,1013,0,moocDSA,mooc,297,319,mooc
413,482,0,moocDSA,mooc,297,206,mooc
414,836,0,drive,drive,127,533,drive
415,1093,1,al_cpl,al_cpl,178,298,al_cpl
416,1170,0,moocDSA,mooc,72,116,mooc
416,887,0,moocDSA,mooc,72,360,mooc
416,19,1,moocDSA,mooc,72,365,mooc
416,326,0,moocDSA,mooc,72,158,mooc
416,1563,1,moocDSA,mooc,72,433,mooc
416,1175,0,moocDSA,mooc,72,333,mooc
416,7,0,moocDSA,mooc,72,86,mooc
417,585,1,drive,drive,238,66,drive
417,1112,1,drive,drive,238,636,drive
417,118,1,drive,drive,238,198,drive
417,700,0,pseudo,drive,185,289,mooc
417,208,1,pseudo,drive,280,8,al_cpl
417,967,1,drive,drive,238,204,drive
417,745,0,pseudo,drive,339,324,mooc
417,369,0,pseudo,drive,272,237,mooc
417,1093,1,pseudo,drive,435,298,al_cpl
417,509,0,pseudo,drive,298,383,mooc
417,1577,1,drive,drive,238,613,drive
417,21,1,drive,drive,238,617,drive
417,457,1,drive,drive,238,304,drive
417,1404,1,pseudo,drive,193,365,al_cpl
417,1395,0,drive,drive,238,641,drive
417,1502,1,pseudo,drive,435,210,al_cpl
417,1028,1,drive,drive,238,33,drive
417,518,1,drive,drive,238,28,drive
417,732,1,drive,drive,238,299,drive
417,246,1,drive,drive,238,199,drive
417,1361,0,drive,drive,238,275,drive
417,729,0,drive,drive,238,628,drive
418,1093,1,al_cpl,al_cpl,520,298,al_cpl
418,1542,1,al_cpl,al_cpl,520,299,al_cpl
418,1502,1,pseudo,al_cpl,435,210,al_cpl
418,745,0,pseudo,al_cpl,339,324,mooc
419,156,0,moocML,mooc,142,191,mooc
419,897,1,moocML,mooc,142,150,mooc
419,1062,0,moocML,mooc,142,118,mooc
419,881,0,moocML,mooc,142,275,mooc
419,1075,0,moocML,mooc,142,312,mooc
419,124,0,moocML,mooc,142,397,mooc
419,817,0,pseudo,mooc,185,188,mooc
419,700,0,pseudo,mooc,185,289,mooc
419,745,0,pseudo,mooc,339,324,mooc
419,1133,0,pseudo,mooc,256,112,mooc
419,317,0,pseudo,mooc,272,147,mooc
419,178,0,moocML,mooc,142,355,mooc
419,673,0,pseudo,mooc,270,29,mooc
419,646,0,moocML,mooc,142,91,mooc
419,620,0,moocML,mooc,142,146,mooc
419,843,1,moocML,mooc,142,130,mooc
419,1574,1,pseudo,mooc,491,483,al_cpl
419,115,1,pseudo,mooc,193,170,al_cpl
419,990,1,pseudo,mooc,193,381,al_cpl
419,1364,1,pseudo,mooc,427,486,al_cpl
419,802,1,pseudo,mooc,427,26,al_cpl
419,878,1,moocML,mooc,142,4,mooc
419,1271,0,moocML,mooc,142,216,mooc
419,814,1,moocML,mooc,142,366,mooc
419,563,1,moocML,mooc,142,387,mooc
419,1259,1,moocML,mooc,142,353,mooc
419,1483,0,moocML,mooc,142,2,mooc
419,1487,1,moocML,mooc,142,33,mooc
419,1230,1,moocML,mooc,142,36,mooc
419,1063,1,moocML,mooc,142,18,mooc
419,199,1,moocML,mooc,142,298,mooc
419,95,0,moocML,mooc,142,431,mooc
419,966,0,moocML,mooc,142,311,mooc
419,603,0,moocML,mooc,142,107,mooc
419,426,1,moocML,mooc,142,429,mooc
419,1212,1,moocML,mooc,142,372,mooc
419,1533,0,moocML,mooc,142,273,mooc
419,439,1,moocML,mooc,142,182,mooc
419,688,0,moocML,mooc,142,236,mooc
419,510,1,pseudo,mooc,193,127,al_cpl
420,1093,1,al_cpl,al_cpl,111,298,al_cpl
420,1502,1,al_cpl,al_cpl,111,210,al_cpl
420,1240,1,al_cpl,al_cpl,111,17,al_cpl
421,1385,0,moocDSA,mooc,220,155,mooc
422,750,0,moocDSA,mooc,219,156,mooc
422,1418,0,moocDSA,mooc,219,212,mooc
422,19,0,moocDSA,mooc,219,365,mooc
422,916,0,moocDSA,mooc,219,435,mooc
422,445,0,moocDSA,mooc,219,93,mooc
422,214,1,moocDSA,mooc,219,281,mooc
422,1175,0,moocDSA,mooc,219,333,mooc
422,673,0,pseudo,mooc,270,29,mooc
422,1067,0,pseudo,mooc,326,81,mooc
422,251,0,moocDSA,mooc,219,23,mooc
422,920,0,moocDSA,mooc,219,320,mooc
422,1495,0,moocDSA,mooc,219,231,mooc
422,446,0,moocDSA,mooc,219,364,mooc
422,496,1,pseudo,mooc,234,219,mooc
422,1289,1,pseudo,mooc,280,342,al_cpl
422,12,1,moocDSA,mooc,219,323,mooc
422,1489,0,moocDSA,mooc,219,400,mooc
423,1062,0,moocML,mooc,332,118,mooc
423,317,0,moocML,mooc,332,147,mooc
423,404,0,moocML,mooc,332,35,mooc
423,455,0,moocML,mooc,332,285,mooc
423,547,0,moocML,mooc,332,75,mooc
424,1301,0,al_cpl,al_cpl,357,25,al_cpl
424,1093,1,al_cpl,al_cpl,357,298,al_cpl
424,868,0,al_cpl,al_cpl,357,117,al_cpl
424,1376,0,al_cpl,al_cpl,357,7,al_cpl
424,421,0,al_cpl,al_cpl,357,273,al_cpl
425,881,0,pseudo,drive,272,275,mooc
425,1191,1,drive,drive,51,45,drive
425,557,1,drive,drive,51,302,drive
425,1585,0,drive,drive,51,863,drive
425,1228,0,drive,drive,51,342,drive
425,1104,1,drive,drive,51,851,drive
425,60,0,drive,drive,51,53,drive
425,1296,1,drive,drive,51,852,drive
425,250,0,drive,drive,51,46,drive
425,451,0,drive,drive,51,873,drive
425,1034,0,drive,drive,51,291,drive
425,691,1,pseudo,drive,367,63,al_cpl
426,1483,0,moocML,mooc,384,2,mooc
427,1196,1,moocML,mooc,296,373,mooc
427,1154,1,moocML,mooc,296,134,mooc
427,630,0,moocML,mooc,296,269,mooc
427,1403,1,moocML,mooc,296,135,mooc
427,125,0,moocML,mooc,296,438,mooc
427,401,1,moocML,mooc,296,56,mooc
427,1230,0,moocML,mooc,296,36,mooc
427,710,1,moocML,mooc,296,278,mooc
427,1294,0,moocML,mooc,296,64,mooc
427,156,0,moocML,mooc,296,191,mooc
427,477,0,moocML,mooc,296,416,mooc
427,1214,1,moocML,mooc,296,181,mooc
427,1047,1,moocML,mooc,296,388,mooc
427,1039,0,moocML,mooc,296,38,mooc
427,1548,1,moocML,mooc,296,347,mooc
427,1437,0,pseudo,mooc,256,214,mooc
427,1235,0,pseudo,mooc,401,199,mooc
427,948,1,moocML,mooc,296,115,mooc
427,1217,1,moocML,mooc,296,295,mooc
427,592,1,moocML,mooc,296,148,mooc
427,711,1,moocML,mooc,296,299,mooc
427,973,0,moocML,mooc,296,382,mooc
427,595,1,moocML,mooc,296,334,mooc
427,429,0,moocML,mooc,296,16,mooc
427,282,0,moocML,mooc,296,84,mooc
427,603,1,moocML,mooc,296,107,mooc
427,432,1,moocML,mooc,296,17,mooc
427,304,1,moocML,mooc,296,202,mooc
427,1259,1,moocML,mooc,296,353,mooc
427,306,1,moocML,mooc,296,113,mooc
427,1422,1,moocML,mooc,296,42,mooc
427,264,1,moocML,mooc,296,309,mooc
427,1056,1,moocML,mooc,296,292,mooc
427,745,1,moocML,mooc,296,324,mooc
427,93,0,moocML,mooc,296,381,mooc
427,317,1,moocML,mooc,296,147,mooc
427,1339,1,moocML,mooc,296,232,mooc
427,117,0,moocML,mooc,296,376,mooc
427,149,1,pseudo,mooc,386,526,al_cpl
427,454,1,moocML,mooc,296,250,mooc
427,138,1,pseudo,mooc,211,605,drive
427,1207,1,pseudo,mooc,211,212,drive
427,1390,1,pseudo,mooc,211,603,drive
427,773,1,pseudo,mooc,211,591,drive
427,1156,1,pseudo,mooc,28,107,al_cpl
427,758,1,pseudo,mooc,388,123,al_cpl
427,247,1,pseudo,mooc,526,488,al_cpl
427,1289,1,pseudo,mooc,280,342,al_cpl
427,568,1,pseudo,mooc,125,108,al_cpl
427,563,1,pseudo,mooc,298,387,mooc
427,923,0,pseudo,mooc,151,419,mooc
427,1483,0,pseudo,mooc,256,2,mooc
427,1435,0,pseudo,mooc,244,307,mooc
427,622,0,pseudo,mooc,371,267,mooc
427,1295,0,pseudo,mooc,234,414,mooc
427,573,0,pseudo,mooc,234,318,mooc
427,437,1,pseudo,mooc,53,173,mooc
427,66,1,moocML,mooc,296,63,mooc
427,208,1,pseudo,mooc,280,8,al_cpl
427,986,1,moocML,mooc,296,287,mooc
427,871,1,moocML,mooc,296,394,mooc
427,404,1,moocML,mooc,296,35,mooc
427,393,0,moocML,mooc,296,97,mooc
427,248,1,moocML,mooc,296,185,mooc
427,18,1,moocML,mooc,296,32,mooc
427,966,0,moocML,mooc,296,311,mooc
427,203,1,moocML,mooc,296,392,mooc
427,855,1,pseudo,mooc,401,417,mooc
427,656,1,pseudo,mooc,491,438,al_cpl
427,1404,1,pseudo,mooc,193,365,al_cpl
427,1364,1,pseudo,mooc,427,486,al_cpl
427,641,1,pseudo,mooc,427,101,al_cpl
427,876,1,pseudo,mooc,427,27,al_cpl
427,162,1,pseudo,mooc,14,69,mooc
427,1568,1,pseudo,mooc,59,20,al_cpl
427,29,1,pseudo,mooc,386,242,al_cpl
427,386,1,pseudo,mooc,491,76,al_cpl
427,963,1,moocML,mooc,296,404,mooc
427,195,0,moocML,mooc,296,174,mooc
427,244,0,moocML,mooc,296,385,mooc
427,199,1,moocML,mooc,296,298,mooc
427,383,1,moocML,mooc,296,110,mooc
427,67,0,moocML,mooc,296,11,mooc
427,646,1,moocML,mooc,296,91,mooc
427,36,0,moocML,mooc,296,244,mooc
427,616,0,moocML,mooc,296,28,mooc
427,1271,0,moocML,mooc,296,216,mooc
427,1218,1,moocML,mooc,296,241,mooc
427,14,1,moocML,mooc,296,308,mooc
427,1533,1,moocML,mooc,296,273,mooc
427,423,0,moocML,mooc,296,358,mooc
427,1212,1,moocML,mooc,296,372,mooc
427,673,0,moocML,mooc,296,29,mooc
427,1514,0,moocML,mooc,296,264,mooc
427,41,1,moocML,mooc,296,326,mooc
427,509,0,moocML,mooc,296,383,mooc
427,601,0,moocML,mooc,296,197,mooc
427,874,1,moocML,mooc,296,145,mooc
427,1355,1,moocML,mooc,296,425,mooc
427,1487,1,moocML,mooc,296,33,mooc
427,326,0,pseudo,mooc,244,158,mooc
427,561,0,pseudo,mooc,339,218,mooc
427,799,0,pseudo,mooc,272,198,mooc
427,1086,0,pseudo,mooc,126,406,mooc
427,1172,0,pseudo,mooc,35,136,mooc
427,4,0,pseudo,mooc,398,59,mooc
427,1013,0,pseudo,mooc,114,319,mooc
427,1141,0,pseudo,mooc,256,239,mooc
427,1401,0,pseudo,mooc,401,170,mooc
427,1041,0,pseudo,mooc,426,222,mooc
427,463,0,moocML,mooc,296,8,mooc
427,968,0,pseudo,mooc,244,26,mooc
427,817,0,pseudo,mooc,185,188,mooc
427,376,0,pseudo,mooc,407,245,mooc
427,1029,1,moocML,mooc,296,161,mooc
427,620,1,moocML,mooc,296,146,mooc
427,339,1,moocML,mooc,296,200,mooc
427,165,0,moocML,mooc,296,371,mooc
427,545,1,moocML,mooc,296,253,mooc
427,197,0,pseudo,mooc,80,43,mooc
427,1063,1,moocML,mooc,296,18,mooc
427,369,0,moocML,mooc,296,237,mooc
427,178,0,moocML,mooc,296,355,mooc
427,47,1,moocML,mooc,296,126,mooc
427,124,0,moocML,mooc,296,397,mooc
427,1153,1,moocML,mooc,296,132,mooc
427,931,1,moocML,mooc,296,39,mooc
427,1105,0,moocML,mooc,296,52,mooc
