Unnamed: 0,conceptA,conceptB,isPrerequisite,dataset,file,conceptA_ind,conceptB_ind
2638,303,134,0,moocML,mooc,266,51
335,303,1355,1,moocML,mooc,266,425
2610,303,779,1,moocML,mooc,266,180
2620,303,503,0,moocML,mooc,266,296
2607,303,628,0,moocML,mooc,266,30
2613,303,1133,0,moocML,mooc,266,112
2608,303,632,0,moocML,mooc,266,230
2481,303,895,1,moocML,mooc,266,422
2617,303,1056,0,moocML,mooc,266,292
2632,303,1062,0,moocML,mooc,266,118
2622,303,264,0,moocML,mooc,266,309
2618,303,662,0,moocML,mooc,266,80
2636,303,1055,0,moocML,mooc,266,41
2634,303,688,1,moocML,mooc,266,236
2619,303,404,0,moocML,mooc,266,35
2621,303,754,0,moocML,mooc,266,238
2606,303,692,1,moocML,mooc,266,131
2614,303,439,1,moocML,mooc,266,182
2616,303,442,0,moocML,mooc,266,357
17118,304,684,0,al_cpl,al_cpl,159,167
16985,304,1040,0,al_cpl,al_cpl,159,250
18323,304,1317,0,al_cpl,al_cpl,159,418
17049,304,1496,0,al_cpl,al_cpl,159,324
17371,304,447,1,al_cpl,al_cpl,159,455
17510,304,999,0,al_cpl,al_cpl,159,201
17522,304,436,0,al_cpl,al_cpl,159,403
17431,304,57,0,al_cpl,al_cpl,159,348
18251,305,175,1,al_cpl,al_cpl,16,84
18449,305,1317,0,al_cpl,al_cpl,16,418
18538,305,1332,1,al_cpl,al_cpl,16,369
16700,305,334,0,al_cpl,al_cpl,16,53
17468,305,1318,1,al_cpl,al_cpl,16,128
18178,305,940,1,al_cpl,al_cpl,16,49
17549,305,1502,1,al_cpl,al_cpl,16,210
17653,305,686,1,al_cpl,al_cpl,16,166
17551,305,320,0,al_cpl,al_cpl,16,278
16891,305,1240,1,al_cpl,al_cpl,16,17
18237,305,430,0,al_cpl,al_cpl,16,466
17966,305,1282,0,al_cpl,al_cpl,16,401
18239,305,1551,0,al_cpl,al_cpl,16,214
16794,305,1093,1,al_cpl,al_cpl,16,298
17415,305,1440,1,al_cpl,al_cpl,16,165
17473,306,1289,1,al_cpl,al_cpl,358,342
18228,306,1496,1,al_cpl,al_cpl,358,324
16592,306,1130,1,al_cpl,al_cpl,358,130
16538,306,1084,1,al_cpl,al_cpl,358,184
17980,306,1093,1,al_cpl,al_cpl,358,298
18048,306,1301,1,al_cpl,al_cpl,358,25
15306,307,1054,0,al_cpl,al_cpl,88,161
16448,307,1549,0,al_cpl,al_cpl,88,493
16290,307,183,0,al_cpl,al_cpl,88,195
14879,307,954,1,al_cpl,al_cpl,88,110
15536,307,1528,0,al_cpl,al_cpl,88,229
15463,307,1404,1,al_cpl,al_cpl,88,365
9121,308,1194,0,moocDSA,mooc,427,208
9122,308,1314,0,moocDSA,mooc,427,40
11134,309,182,0,drive,drive,257,341
10687,309,1032,0,drive,drive,257,274
11114,309,813,0,drive,drive,257,790
10643,309,1438,0,drive,drive,257,677
11190,309,96,0,drive,drive,257,251
10719,309,1081,0,drive,drive,257,273
11032,309,883,0,drive,drive,257,774
10600,309,1260,0,drive,drive,257,669
11045,309,971,1,drive,drive,257,777
10537,309,65,1,drive,drive,257,660
10587,309,1441,0,drive,drive,257,258
11079,309,416,1,drive,drive,257,782
11085,309,357,0,drive,drive,257,783
11063,309,135,0,drive,drive,257,779
11027,309,87,0,drive,drive,257,773
11164,309,172,0,drive,drive,257,792
11055,309,1537,1,drive,drive,257,778
10595,309,1555,0,drive,drive,257,668
9242,310,1013,0,moocDSA,mooc,172,319
9225,310,251,1,moocDSA,mooc,172,23
8794,310,593,1,moocDSA,mooc,172,62
8780,310,872,1,moocDSA,mooc,172,260
9208,310,484,1,moocDSA,mooc,172,297
6091,311,1483,0,moocML,mooc,237,2
6085,311,799,0,moocML,mooc,237,198
2754,311,632,1,moocML,mooc,237,230
6095,311,1214,0,moocML,mooc,237,181
6089,311,878,0,moocML,mooc,237,4
6094,311,317,0,moocML,mooc,237,147
2728,311,628,1,moocML,mooc,237,30
3057,311,846,1,moocML,mooc,237,294
6083,311,263,0,moocML,mooc,237,396
6087,311,299,0,moocML,mooc,237,7
6093,311,1062,0,moocML,mooc,237,118
6084,311,981,0,moocML,mooc,237,96
6086,311,966,0,moocML,mooc,237,311
16531,312,580,0,al_cpl,al_cpl,297,296
17524,312,1317,0,al_cpl,al_cpl,297,418
15836,313,1484,0,al_cpl,al_cpl,533,140
15502,313,822,0,al_cpl,al_cpl,533,219
16038,313,1054,0,al_cpl,al_cpl,533,161
15947,313,546,0,al_cpl,al_cpl,533,188
15013,313,1049,0,al_cpl,al_cpl,533,471
11104,313,55,1,drive,drive,68,789
10678,313,1032,0,drive,drive,68,274
15746,313,1508,0,al_cpl,al_cpl,533,126
15496,313,712,0,al_cpl,al_cpl,533,62
11176,313,96,0,drive,drive,68,251
14821,313,921,0,al_cpl,al_cpl,533,444
16170,313,538,0,al_cpl,al_cpl,533,134
15844,313,1581,0,al_cpl,al_cpl,533,270
15115,313,411,0,al_cpl,al_cpl,533,266
15022,313,1312,0,al_cpl,al_cpl,533,456
15335,313,1085,0,al_cpl,al_cpl,533,345
15978,313,68,0,al_cpl,al_cpl,533,215
15635,313,908,0,al_cpl,al_cpl,533,153
14870,313,315,0,al_cpl,al_cpl,533,240
14715,313,936,0,al_cpl,al_cpl,533,467
14638,313,1174,0,al_cpl,al_cpl,533,246
15182,313,143,0,al_cpl,al_cpl,533,200
16516,313,1404,1,al_cpl,al_cpl,533,365
15142,313,1193,0,al_cpl,al_cpl,533,385
14678,313,255,0,al_cpl,al_cpl,533,223
14808,313,187,0,al_cpl,al_cpl,533,394
15787,313,115,0,al_cpl,al_cpl,533,170
15478,313,1126,0,al_cpl,al_cpl,533,384
15029,313,336,0,al_cpl,al_cpl,533,294
11080,313,416,1,drive,drive,68,782
14989,313,140,0,al_cpl,al_cpl,533,507
11099,313,1450,1,drive,drive,68,788
10710,313,1081,0,drive,drive,68,273
11020,313,87,1,drive,drive,68,773
14582,313,1341,0,al_cpl,al_cpl,533,290
16254,313,1318,1,al_cpl,al_cpl,533,128
14596,313,740,0,al_cpl,al_cpl,533,150
10663,313,1361,0,drive,drive,68,275
9446,313,1426,1,drive,drive,68,490
16322,313,453,0,al_cpl,al_cpl,533,291
9504,313,1557,1,drive,drive,68,508
16508,313,790,0,al_cpl,al_cpl,533,322
15415,313,690,0,al_cpl,al_cpl,533,168
16378,313,990,0,al_cpl,al_cpl,533,381
15027,313,1436,0,al_cpl,al_cpl,533,257
16203,313,160,0,al_cpl,al_cpl,533,247
10638,313,1438,1,drive,drive,68,677
10754,314,48,1,drive,drive,281,325
10748,314,513,1,drive,drive,281,324
11787,314,389,1,drive,drive,281,166
10770,314,627,1,drive,drive,281,695
10759,314,757,1,drive,drive,281,693
10764,314,1265,1,drive,drive,281,694
10722,314,637,1,drive,drive,281,686
11901,314,1012,1,drive,drive,281,163
10727,314,888,1,drive,drive,281,687
8570,315,528,0,moocDSA,mooc,245,225
8569,315,433,1,moocDSA,mooc,245,50
8549,315,1163,1,moocDSA,mooc,245,201
8571,315,1478,0,moocDSA,mooc,245,336
16783,316,1093,1,al_cpl,al_cpl,69,298
17204,316,1332,1,al_cpl,al_cpl,69,369
18217,316,1502,1,al_cpl,al_cpl,69,210
11801,317,104,1,drive,drive,92,112
9609,317,1094,1,drive,drive,92,94
8431,318,261,0,moocDSA,mooc,207,215
8430,318,489,1,moocDSA,mooc,207,72
7558,318,345,1,moocDSA,mooc,207,192
8435,318,7,1,moocDSA,mooc,207,86
8421,318,445,1,moocDSA,mooc,207,93
8422,318,36,0,moocDSA,mooc,207,244
8420,318,827,1,moocDSA,mooc,207,426
8432,318,19,1,moocDSA,mooc,207,365
8436,318,887,0,moocDSA,mooc,207,360
8419,318,415,0,moocDSA,mooc,207,37
8425,318,635,0,moocDSA,mooc,207,341
8434,318,916,1,moocDSA,mooc,207,435
8418,318,1486,0,moocDSA,mooc,207,280
8426,318,726,0,moocDSA,mooc,207,20
8428,318,257,0,moocDSA,mooc,207,291
8438,318,326,0,moocDSA,mooc,207,158
8423,318,1206,1,moocDSA,mooc,207,122
12576,319,1546,0,al_cpl,al_cpl,256,35
12547,319,350,0,al_cpl,al_cpl,256,288
12366,319,469,0,al_cpl,al_cpl,256,500
12407,319,252,0,al_cpl,al_cpl,256,258
12300,319,615,0,al_cpl,al_cpl,256,323
12075,319,1342,0,al_cpl,al_cpl,256,6
12755,319,1541,0,al_cpl,al_cpl,256,31
12828,319,568,0,al_cpl,al_cpl,256,108
12806,319,267,0,al_cpl,al_cpl,256,72
12285,319,581,0,al_cpl,al_cpl,256,43
12636,319,624,1,al_cpl,al_cpl,256,391
12425,319,651,0,al_cpl,al_cpl,256,395
12336,319,1510,0,al_cpl,al_cpl,256,408
12051,319,386,0,al_cpl,al_cpl,256,76
12289,319,1539,0,al_cpl,al_cpl,256,187
12854,319,544,0,al_cpl,al_cpl,256,328
12851,319,876,0,al_cpl,al_cpl,256,27
6357,320,601,0,moocML,mooc,46,197
6361,320,603,0,moocML,mooc,46,107
6364,320,134,0,moocML,mooc,46,51
6177,320,1030,1,moocML,mooc,46,9
6360,320,1533,0,moocML,mooc,46,273
6363,320,317,0,moocML,mooc,46,147
6356,320,1483,0,moocML,mooc,46,2
10827,321,856,0,drive,drive,250,708
11004,321,1308,0,drive,drive,250,301
10921,321,70,0,drive,drive,250,737
10903,321,1571,0,drive,drive,250,367
10528,321,65,0,drive,drive,250,660
10936,321,84,0,drive,drive,250,741
10845,321,1201,0,drive,drive,250,713
10630,321,989,0,drive,drive,250,676
3264,322,1401,0,moocML,mooc,171,170
3252,322,595,0,moocML,mooc,171,334
3278,322,493,1,moocML,mooc,171,142
3288,322,561,0,moocML,mooc,171,218
3296,322,783,0,moocML,mooc,171,316
3284,322,1075,0,moocML,mooc,171,312
3266,322,404,0,moocML,mooc,171,35
3269,322,754,0,moocML,mooc,171,238
3292,322,1533,0,moocML,mooc,171,273
252,322,563,1,moocML,mooc,171,387
3258,322,58,0,moocML,mooc,171,401
3294,322,1259,0,moocML,mooc,171,353
3251,322,296,0,moocML,mooc,171,211
3276,322,616,0,moocML,mooc,171,28
3261,322,1154,0,moocML,mooc,171,134
3293,322,124,0,moocML,mooc,171,397
3295,322,1582,1,moocML,mooc,171,0
3271,322,1514,0,moocML,mooc,171,264
3268,322,503,0,moocML,mooc,171,296
3267,322,944,0,moocML,mooc,171,409
3257,322,442,0,moocML,mooc,171,357
3249,322,199,0,moocML,mooc,171,298
3274,322,1063,1,moocML,mooc,171,18
3262,322,297,0,moocML,mooc,171,413
3289,322,1294,0,moocML,mooc,171,64
3260,322,1235,0,moocML,mooc,171,199
3290,322,282,0,moocML,mooc,171,84
3298,322,317,0,moocML,mooc,171,147
3265,322,1437,0,moocML,mooc,171,214
3250,322,1422,0,moocML,mooc,171,42
3263,322,662,0,moocML,mooc,171,80
3272,322,1396,0,moocML,mooc,171,13
3255,322,439,1,moocML,mooc,171,182
3287,322,1217,0,moocML,mooc,171,295
3256,322,547,0,moocML,mooc,171,75
3253,322,1086,0,moocML,mooc,171,406
3254,322,987,0,moocML,mooc,171,348
3273,322,181,0,moocML,mooc,171,53
3299,322,646,0,moocML,mooc,171,91
3277,322,843,0,moocML,mooc,171,130
3282,322,477,0,moocML,mooc,171,416
2870,323,900,0,moocML,mooc,110,277
2889,323,1097,0,moocML,mooc,110,363
2885,323,423,1,moocML,mooc,110,358
2875,323,1257,0,moocML,mooc,110,45
2878,323,944,0,moocML,mooc,110,409
2866,323,711,0,moocML,mooc,110,299
2901,323,1230,0,moocML,mooc,110,36
2890,323,493,0,moocML,mooc,110,142
2895,323,878,0,moocML,mooc,110,4
2880,323,754,0,moocML,mooc,110,238
2894,323,1075,0,moocML,mooc,110,312
2886,323,455,0,moocML,mooc,110,285
2881,323,1218,0,moocML,mooc,110,241
2869,323,283,0,moocML,mooc,110,88
2867,323,199,0,moocML,mooc,110,298
2871,323,360,0,moocML,mooc,110,258
2900,323,688,0,moocML,mooc,110,236
2883,323,429,0,moocML,mooc,110,16
2884,323,463,1,moocML,mooc,110,8
2771,323,1421,1,moocML,mooc,110,140
2887,323,616,0,moocML,mooc,110,28
2872,323,948,0,moocML,mooc,110,115
2888,323,843,0,moocML,mooc,110,130
2892,323,881,0,moocML,mooc,110,275
14547,324,179,0,al_cpl,al_cpl,397,119
14332,324,1338,1,al_cpl,al_cpl,397,374
14141,324,81,1,al_cpl,al_cpl,397,276
12877,324,1240,1,al_cpl,al_cpl,397,17
17463,324,1091,0,al_cpl,al_cpl,397,208
12901,324,935,0,al_cpl,al_cpl,397,399
17454,324,1093,1,al_cpl,al_cpl,397,298
18309,324,760,0,al_cpl,al_cpl,397,68
16543,324,686,0,al_cpl,al_cpl,397,166
17632,324,1216,0,al_cpl,al_cpl,397,528
14212,324,334,0,al_cpl,al_cpl,397,53
13606,324,1502,1,al_cpl,al_cpl,397,210
14405,324,508,0,al_cpl,al_cpl,397,56
14195,324,1166,1,al_cpl,al_cpl,397,432
12956,324,97,0,al_cpl,al_cpl,397,52
13242,324,1554,0,al_cpl,al_cpl,397,355
17981,324,1527,0,al_cpl,al_cpl,397,361
13765,324,1363,1,al_cpl,al_cpl,397,139
17760,324,418,0,al_cpl,al_cpl,397,265
13372,324,1019,0,al_cpl,al_cpl,397,479
13350,324,1247,0,al_cpl,al_cpl,397,253
16962,324,929,0,al_cpl,al_cpl,397,398
12892,324,1343,1,al_cpl,al_cpl,397,534
13143,324,392,1,al_cpl,al_cpl,397,518
14160,324,1453,1,al_cpl,al_cpl,397,377
12355,325,876,0,al_cpl,al_cpl,76,27
12218,325,149,0,al_cpl,al_cpl,76,526
12557,325,641,0,al_cpl,al_cpl,76,101
12796,325,51,0,al_cpl,al_cpl,76,386
12502,325,217,0,al_cpl,al_cpl,76,182
12128,325,0,0,al_cpl,al_cpl,76,491
12488,325,247,0,al_cpl,al_cpl,76,488
12343,325,10,0,al_cpl,al_cpl,76,427
12136,325,780,0,al_cpl,al_cpl,76,495
12221,325,1512,1,al_cpl,al_cpl,76,490
12543,325,1574,1,al_cpl,al_cpl,76,483
12659,325,656,1,al_cpl,al_cpl,76,438
12146,326,544,0,al_cpl,al_cpl,227,328
12338,326,1162,0,al_cpl,al_cpl,227,249
6422,327,646,0,moocML,mooc,31,91
4340,327,948,1,moocML,mooc,31,115
6420,327,975,0,moocML,mooc,31,203
6414,327,561,0,moocML,mooc,31,218
6421,327,134,0,moocML,mooc,31,51
6418,327,688,0,moocML,mooc,31,236
6419,327,1230,0,moocML,mooc,31,36
4934,327,662,1,moocML,mooc,31,80
6416,327,603,0,moocML,mooc,31,107
6237,327,1212,1,moocML,mooc,31,372
6412,327,1075,1,moocML,mooc,31,312
10892,328,1573,0,drive,drive,321,728
10945,328,319,0,drive,drive,321,744
10895,328,78,0,drive,drive,321,729
10866,328,1374,1,drive,drive,321,719
9973,329,525,0,drive,drive,166,579
11883,329,513,1,drive,drive,166,324
9977,329,1465,1,drive,drive,166,286
9802,329,374,1,drive,drive,166,281
9948,329,1405,0,drive,drive,166,279
11907,329,388,1,drive,drive,166,321
9792,329,1406,1,drive,drive,166,283
11729,329,146,1,drive,drive,166,465
11742,329,604,1,drive,drive,166,167
9845,329,1305,0,drive,drive,166,555
7596,330,861,0,moocDSA,mooc,58,375
7599,330,1513,0,moocDSA,mooc,58,342
7600,330,596,0,moocDSA,mooc,58,90
7603,330,366,0,moocDSA,mooc,58,427
7597,330,746,0,moocDSA,mooc,58,283
7594,330,750,0,moocDSA,mooc,58,156
7602,330,1021,0,moocDSA,mooc,58,340
7595,330,1446,0,moocDSA,mooc,58,87
7605,330,1314,0,moocDSA,mooc,58,40
14289,331,555,0,al_cpl,al_cpl,518,521
13572,331,1311,0,al_cpl,al_cpl,518,180
17753,331,1093,1,al_cpl,al_cpl,518,298
14360,331,1554,0,al_cpl,al_cpl,518,355
14091,331,81,1,al_cpl,al_cpl,518,276
17471,331,1502,1,al_cpl,al_cpl,518,210
13744,331,1387,0,al_cpl,al_cpl,518,423
14294,331,767,0,al_cpl,al_cpl,518,462
14172,331,300,0,al_cpl,al_cpl,518,308
13978,331,1240,1,al_cpl,al_cpl,518,17
18265,331,1338,1,al_cpl,al_cpl,518,374
17420,331,202,1,al_cpl,al_cpl,518,277
13075,331,1057,0,al_cpl,al_cpl,518,431
13384,331,1138,0,al_cpl,al_cpl,518,433
13520,331,761,0,al_cpl,al_cpl,518,396
13104,331,1166,0,al_cpl,al_cpl,518,432
17669,331,1477,0,al_cpl,al_cpl,518,478
17671,331,418,0,al_cpl,al_cpl,518,265
17888,331,1240,1,al_cpl,al_cpl,518,17
13175,331,147,0,al_cpl,al_cpl,518,504
12959,331,1036,0,al_cpl,al_cpl,518,5
14275,331,1338,1,al_cpl,al_cpl,518,374
18148,331,1453,1,al_cpl,al_cpl,518,377
13644,331,213,0,al_cpl,al_cpl,518,420
14458,331,674,0,al_cpl,al_cpl,518,517
14184,331,1453,1,al_cpl,al_cpl,518,377
13803,331,1300,0,al_cpl,al_cpl,518,13
18006,331,81,1,al_cpl,al_cpl,518,276
13658,331,334,0,al_cpl,al_cpl,518,53
13323,331,558,0,al_cpl,al_cpl,518,473
13990,331,1343,1,al_cpl,al_cpl,518,534
13259,331,290,0,al_cpl,al_cpl,518,18
6572,332,317,0,moocML,mooc,97,147
6569,332,1582,0,moocML,mooc,97,0
6570,332,783,0,moocML,mooc,97,316
6573,332,646,0,moocML,mooc,97,91
9597,333,1423,0,drive,drive,86,69
9563,333,877,0,drive,drive,86,482
9591,333,127,0,drive,drive,86,73
14866,334,160,0,al_cpl,al_cpl,89,247
15399,334,1404,1,al_cpl,al_cpl,89,365
9630,335,1319,1,drive,drive,90,424
9607,335,1094,1,drive,drive,90,94
9705,335,122,0,drive,drive,90,455
9666,335,245,1,drive,drive,90,449
9658,335,1046,0,drive,drive,90,447
9611,335,431,0,drive,drive,90,440
8840,336,36,0,moocDSA,mooc,262,244
8841,336,1377,0,moocDSA,mooc,262,154
8835,336,1385,0,moocDSA,mooc,262,155
8851,336,916,0,moocDSA,mooc,262,435
8839,336,445,0,moocDSA,mooc,262,93
8836,336,214,0,moocDSA,mooc,262,281
8857,336,1295,0,moocDSA,mooc,262,414
8855,336,676,0,moocDSA,mooc,262,229
8846,336,1021,0,moocDSA,mooc,262,340
8843,336,1563,0,moocDSA,mooc,262,433
7190,336,833,1,moocDSA,mooc,262,61
8854,336,1114,0,moocDSA,mooc,262,21
8848,336,489,0,moocDSA,mooc,262,72
8856,336,326,0,moocDSA,mooc,262,158
8850,336,1175,0,moocDSA,mooc,262,333
8838,336,1394,0,moocDSA,mooc,262,374
8853,336,1489,0,moocDSA,mooc,262,400
8837,336,864,0,moocDSA,mooc,262,164
8849,336,261,0,moocDSA,mooc,262,215
18350,337,1440,1,al_cpl,al_cpl,356,165
17223,337,1289,1,al_cpl,al_cpl,356,342
17609,337,1093,1,al_cpl,al_cpl,356,298
16789,337,686,1,al_cpl,al_cpl,356,166
9287,338,584,1,drive,drive,17,98
11655,339,434,1,drive,drive,334,866
10938,339,77,1,drive,drive,334,742
12841,340,469,0,al_cpl,al_cpl,57,500
1719,341,1422,0,moocML,mooc,56,42
1700,341,1197,0,moocML,mooc,56,421
1745,341,423,1,moocML,mooc,56,358
1739,341,630,0,moocML,mooc,56,269
1733,341,662,0,moocML,mooc,56,80
1762,341,381,0,moocML,mooc,56,46
1721,341,432,0,moocML,mooc,56,17
1717,341,341,0,moocML,mooc,56,284
1722,341,814,0,moocML,mooc,56,366
1727,341,439,1,moocML,mooc,56,182
1740,341,277,0,moocML,mooc,56,100
1706,341,632,0,moocML,mooc,56,230
1738,341,1218,0,moocML,mooc,56,241
1698,341,653,0,moocML,mooc,56,209
1720,341,20,0,moocML,mooc,56,339
1732,341,1235,0,moocML,mooc,56,199
1769,341,304,0,moocML,mooc,56,202
1705,341,628,0,moocML,mooc,56,30
1728,341,547,0,moocML,mooc,56,75
1731,341,1257,0,moocML,mooc,56,45
1768,341,314,0,moocML,mooc,56,117
1785,341,1214,0,moocML,mooc,56,181
1737,341,754,0,moocML,mooc,56,238
1702,341,895,0,moocML,mooc,56,422
1725,341,1133,0,moocML,mooc,56,112
1734,341,404,0,moocML,mooc,56,35
1741,341,1396,0,moocML,mooc,56,13
1711,341,950,0,moocML,mooc,56,104
1767,341,1217,0,moocML,mooc,56,295
1708,341,383,0,moocML,mooc,56,110
1695,341,41,1,moocML,mooc,56,326
1742,341,93,0,moocML,mooc,56,381
1770,341,784,0,moocML,mooc,56,71
1699,341,454,0,moocML,mooc,56,250
1771,341,561,0,moocML,mooc,56,218
1704,341,692,0,moocML,mooc,56,131
1709,341,1153,0,moocML,mooc,56,132
1714,341,446,0,moocML,mooc,56,364
1707,341,766,0,moocML,mooc,56,67
1772,341,1294,0,moocML,mooc,56,64
1713,341,199,0,moocML,mooc,56,298
1750,341,616,0,moocML,mooc,56,28
1754,341,1067,0,moocML,mooc,56,81
1752,341,493,0,moocML,mooc,56,142
1782,341,874,0,moocML,mooc,56,145
1764,341,387,0,moocML,mooc,56,31
1703,341,361,0,moocML,mooc,56,266
1774,341,124,0,moocML,mooc,56,397
1696,341,963,1,moocML,mooc,56,404
1766,341,878,0,moocML,mooc,56,4
1751,341,1097,0,moocML,mooc,56,363
1735,341,944,0,moocML,mooc,56,409
1763,341,195,0,moocML,mooc,56,174
1716,341,885,0,moocML,mooc,56,314
1748,341,1063,0,moocML,mooc,56,18
1715,341,1548,0,moocML,mooc,56,347
1783,341,1055,0,moocML,mooc,56,41
1710,341,943,0,moocML,mooc,56,144
1757,341,1212,0,moocML,mooc,56,372
1726,341,948,0,moocML,mooc,56,115
1775,341,1259,0,moocML,mooc,56,353
1724,341,201,0,moocML,mooc,56,315
1730,341,1056,0,moocML,mooc,56,292
3048,342,846,1,moocML,mooc,35,294
5080,342,178,0,moocML,mooc,35,355
5111,342,688,0,moocML,mooc,35,236
5117,342,1073,0,moocML,mooc,35,105
5051,342,1514,0,moocML,mooc,35,264
5078,342,799,0,moocML,mooc,35,198
5070,342,843,0,moocML,mooc,35,130
5061,342,181,1,moocML,mooc,35,53
5097,342,304,0,moocML,mooc,35,202
5103,342,1259,1,moocML,mooc,35,353
5058,342,1444,0,moocML,mooc,35,325
5054,342,277,0,moocML,mooc,35,100
5059,342,1039,0,moocML,mooc,35,38
5112,342,1230,0,moocML,mooc,35,36
5113,342,1214,0,moocML,mooc,35,181
5082,342,1212,0,moocML,mooc,35,372
5095,342,1316,0,moocML,mooc,35,196
5064,342,1063,1,moocML,mooc,35,18
5065,342,437,1,moocML,mooc,35,173
5081,342,477,0,moocML,mooc,35,416
5069,342,1482,0,moocML,mooc,35,271
5052,342,125,0,moocML,mooc,35,438
5116,342,622,0,moocML,mooc,35,267
5115,342,95,0,moocML,mooc,35,431
5072,342,493,0,moocML,mooc,35,142
3213,342,711,1,moocML,mooc,35,299
5091,342,878,0,moocML,mooc,35,4
5090,342,620,0,moocML,mooc,35,146
5046,342,944,0,moocML,mooc,35,409
5114,342,134,0,moocML,mooc,35,51
5100,342,393,0,moocML,mooc,35,97
5060,342,423,0,moocML,mooc,35,358
5104,342,1582,0,moocML,mooc,35,0
5057,342,882,0,moocML,mooc,35,224
5105,342,783,0,moocML,mooc,35,316
5083,342,509,0,moocML,mooc,35,383
5075,342,263,0,moocML,mooc,35,396
5118,342,646,0,moocML,mooc,35,91
5108,342,156,0,moocML,mooc,35,191
5099,342,282,0,moocML,mooc,35,84
5049,342,1218,0,moocML,mooc,35,241
5074,342,369,0,moocML,mooc,35,237
5119,342,1434,0,moocML,mooc,35,138
229,342,855,1,moocML,mooc,35,417
5053,342,1172,0,moocML,mooc,35,136
5094,342,520,0,moocML,mooc,35,149
5102,342,124,0,moocML,mooc,35,397
12362,343,1597,1,al_cpl,al_cpl,190,331
1554,344,1067,0,moocML,mooc,163,81
1552,344,662,0,moocML,mooc,163,80
1550,344,547,0,moocML,mooc,163,75
15337,345,1351,1,al_cpl,al_cpl,216,218
15705,345,1404,1,al_cpl,al_cpl,216,365
16443,345,5,1,al_cpl,al_cpl,216,193
14680,345,1146,1,al_cpl,al_cpl,216,333
15338,345,1318,1,al_cpl,al_cpl,216,128
9650,346,540,1,drive,drive,115,415
9744,346,571,0,drive,drive,115,542
9753,346,1250,1,drive,drive,115,543
11950,347,3,0,drive,drive,432,883
15030,348,5,1,al_cpl,al_cpl,266,193
16343,348,1351,1,al_cpl,al_cpl,266,218
16127,348,1258,1,al_cpl,al_cpl,266,321
15242,348,453,0,al_cpl,al_cpl,266,291
16297,348,1079,0,al_cpl,al_cpl,266,238
16039,348,597,1,al_cpl,al_cpl,266,476
15126,348,588,0,al_cpl,al_cpl,266,539
14949,348,908,0,al_cpl,al_cpl,266,153
16391,348,143,0,al_cpl,al_cpl,266,200
16147,348,1054,0,al_cpl,al_cpl,266,161
16513,348,336,1,al_cpl,al_cpl,266,294
15516,348,1318,1,al_cpl,al_cpl,266,128
15390,348,1404,1,al_cpl,al_cpl,266,365
7864,349,1221,0,moocDSA,mooc,403,94
7865,349,445,0,moocDSA,mooc,403,93
10179,350,663,1,drive,drive,224,604
10090,350,1415,0,drive,drive,224,595
10118,350,654,1,drive,drive,224,597
10203,350,823,1,drive,drive,224,418
10212,350,550,1,drive,drive,224,608
9683,351,524,1,drive,drive,124,532
8643,352,36,0,moocDSA,mooc,37,244
8666,352,326,0,moocDSA,mooc,37,158
6935,352,422,1,moocDSA,mooc,37,22
8647,352,827,0,moocDSA,mooc,37,426
8660,352,188,0,moocDSA,mooc,37,178
8662,352,261,0,moocDSA,mooc,37,215
8021,352,1411,1,moocDSA,mooc,37,393
8653,352,726,0,moocDSA,mooc,37,20
8663,352,1175,0,moocDSA,mooc,37,333
8652,352,635,0,moocDSA,mooc,37,341
8659,352,815,1,moocDSA,mooc,37,242
8646,352,1295,0,moocDSA,mooc,37,414
8667,352,1013,0,moocDSA,mooc,37,319
7032,352,1472,1,moocDSA,mooc,37,367
8642,352,1027,0,moocDSA,mooc,37,3
8650,352,445,0,moocDSA,mooc,37,93
8645,352,1234,1,moocDSA,mooc,37,243
8657,352,1194,0,moocDSA,mooc,37,208
8665,352,887,1,moocDSA,mooc,37,360
8649,352,214,1,moocDSA,mooc,37,281
8658,352,1314,0,moocDSA,mooc,37,40
8656,352,26,0,moocDSA,mooc,37,189
6975,352,910,1,moocDSA,mooc,37,95
6715,352,1414,1,moocDSA,mooc,37,274
16788,353,1542,0,al_cpl,al_cpl,531,299
17520,353,5,0,al_cpl,al_cpl,531,193
16800,353,867,0,al_cpl,al_cpl,531,236
18165,353,1502,0,al_cpl,al_cpl,531,210
17594,353,1236,0,al_cpl,al_cpl,531,441
17063,353,175,0,al_cpl,al_cpl,531,84
18211,353,868,0,al_cpl,al_cpl,531,117
17978,353,1192,1,al_cpl,al_cpl,531,530
10917,354,85,1,drive,drive,333,736
18500,355,1240,1,al_cpl,al_cpl,265,17
17559,355,1338,1,al_cpl,al_cpl,265,374
17605,355,1502,1,al_cpl,al_cpl,265,210
18389,355,202,1,al_cpl,al_cpl,265,277
17777,355,392,1,al_cpl,al_cpl,265,518
16923,355,752,1,al_cpl,al_cpl,265,524
16208,356,453,0,al_cpl,al_cpl,66,291
15951,356,693,0,al_cpl,al_cpl,66,289
17052,357,694,0,al_cpl,al_cpl,496,332
16749,357,560,0,al_cpl,al_cpl,496,65
16574,357,1301,1,al_cpl,al_cpl,496,25
17976,357,821,0,al_cpl,al_cpl,496,445
18002,357,460,0,al_cpl,al_cpl,496,379
17039,357,760,0,al_cpl,al_cpl,496,68
17099,357,293,0,al_cpl,al_cpl,496,10
