conceptA,conceptB,isPrerequisite,dataset
loss function,tuning parameter,0,moocML
loss function,validation error,0,moocML
loss function,validation set,0,moocML
loss function,variance problem,0,moocML
loss function,overfitting,0,moocML
loss function,underfitting,0,moocML
low rank matrix,matrix factorization,0,moocML
matrix,low rank matrix,1,moocML
low rank matrix,parameter vector,0,moocML
machine learning,machine learning algorithm,1,moocML
machine learning,machine learning application,1,moocML
machine learning,machine learning system,1,moocML
machine learning,massive training set,0,moocML
machine learning,matrix factorization,0,moocML
machine learning,matrix multiplication,0,moocML
machine learning,matrix transpose,0,moocML
machine learning,maximum likelihood,0,moocML
machine learning,maximum likelihood estimate,0,moocML
machine learning,mean square error,0,moocML
machine learning,minimization problem,0,moocML
machine learning,mixture model,1,moocML
machine learning,model complexity,0,moocML
machine learning,model parameters,0,moocML
machine learning,model selection,0,moocML
machine learning,multi-class classification,1,moocML
machine learning,nearest neighbor search,1,moocML
machine learning,nearest neighbors,0,moocML
machine learning,negative example,0,moocML
machine learning,neural network,1,moocML
machine learning,non-anomalous examples,0,moocML
machine learning,nonlinear hypotheses,0,moocML
machine learning,normal equation,1,moocML
machine learning,matrix,0,moocML
machine learning,ocr problem,1,moocML
machine learning,online learning,1,moocML
machine learning,optimal solution,0,moocML
machine learning,optimization algorithms,0,moocML
machine learning,optimization objective,0,moocML
machine learning,optimization problem,0,moocML
machine learning,output label,0,moocML
machine learning,parameter estimation,0,moocML
machine learning,parameter vector,0,moocML
machine learning,partial derivative,0,moocML
machine learning,pedestrian detection,1,moocML
machine learning,photo ocr,1,moocML
machine learning,polynomial features,0,moocML
machine learning,polynomial kernel,0,moocML
machine learning,polynomial regression,1,moocML
machine learning,polynomial terms,0,moocML
machine learning,positive class,0,moocML
machine learning,positive data,0,moocML
machine learning,positive training example,0,moocML
machine learning,precision recall curve,0,moocML
machine learning,predicted value,0,moocML
machine learning,prediction error,0,moocML
machine learning,probabilistic model,0,moocML
machine learning,probability density,0,moocML
machine learning,random numbers,0,moocML
machine learning,random variable,0,moocML
machine learning,recommender system,0,moocML
machine learning,regression coefficients,0,moocML
machine learning,regression model,0,moocML
machine learning,regression problem,1,moocML
machine learning,regularization,0,moocML
machine learning,regularized linear regression,1,moocML
machine learning,regularized logistic regression,1,moocML
machine learning,sentiment analysis,1,moocML
machine learning,sentiment classifier,1,moocML
machine learning,sigmoid function,0,moocML
machine learning,spam filtering,1,moocML
machine learning,square matrix,0,moocML
machine learning,squared error,0,moocML
machine learning,standard deviation,0,moocML
machine learning,stochastic gradient algorithm,0,moocML
machine learning,string kernel,0,moocML
machine learning,supervised learning,1,moocML
machine learning,support vector,0,moocML
machine learning,support vector machine,1,moocML
machine learning,svm optimization,1,moocML
machine learning,svm packages,1,moocML
machine learning,test data,1,moocML
machine learning,test data set,1,moocML
machine learning,test error,0,moocML
machine learning,training data,1,moocML
machine learning,training data set,1,moocML
machine learning,training error,0,moocML
machine learning,true negatives,1,moocML
machine learning,true positives,1,moocML
machine learning,tuning parameter,0,moocML
machine learning,unsupervised learning,1,moocML
machine learning,validation error,0,moocML
machine learning,validation set,1,moocML
machine learning,variance problem,1,moocML
machine learning,weak classifier,1,moocML
machine learning,overfitting,1,moocML
machine learning,underfitting,1,moocML
machine learning algorithm,machine learning system,0,moocML
machine learning algorithm,matrix factorization,0,moocML
machine learning algorithm,maximum likelihood,0,moocML
machine learning algorithm,maximum likelihood estimate,0,moocML
machine learning algorithm,minimization problem,0,moocML
machine learning algorithm,mixture model,1,moocML
machine learning algorithm,model complexity,0,moocML
machine learning algorithm,model parameters,0,moocML
machine learning algorithm,model selection,0,moocML
machine learning algorithm,multi-class classification,1,moocML
machine learning algorithm,nearest neighbor search,1,moocML
machine learning algorithm,nearest neighbors,0,moocML
machine learning algorithm,negative example,0,moocML
machine learning algorithm,neural network,1,moocML
machine learning algorithm,normal equation,0,moocML
machine learning algorithm,matrix,0,moocML
machine learning algorithm,online learning,0,moocML
optimization algorithms,machine learning algorithm,1,moocML
machine learning algorithm,optimization objective,0,moocML
optimization problem,machine learning algorithm,1,moocML
machine learning algorithm,output label,0,moocML
machine learning algorithm,parameter vector,0,moocML
machine learning algorithm,partial derivative,0,moocML
machine learning algorithm,polynomial features,0,moocML
machine learning algorithm,polynomial regression,0,moocML
machine learning algorithm,polynomial terms,0,moocML
machine learning algorithm,positive data,0,moocML
machine learning algorithm,positive training example,0,moocML
machine learning algorithm,predicted value,0,moocML
machine learning algorithm,probabilistic model,0,moocML
machine learning algorithm,recommender system,0,moocML
machine learning algorithm,regression coefficients,0,moocML
machine learning algorithm,regression model,1,moocML
machine learning algorithm,regularization,0,moocML
machine learning algorithm,regularized linear regression,1,moocML
machine learning algorithm,regularized logistic regression,1,moocML
machine learning algorithm,sentiment analysis,1,moocML
machine learning algorithm,sentiment classifier,1,moocML
machine learning algorithm,sigmoid function,0,moocML
machine learning algorithm,squared error,0,moocML
machine learning algorithm,stochastic gradient algorithm,0,moocML
machine learning algorithm,supervised learning,0,moocML
machine learning algorithm,support vector,0,moocML
machine learning algorithm,support vector machine,1,moocML
machine learning algorithm,test data,0,moocML
machine learning algorithm,test data set,0,moocML
machine learning algorithm,test error,0,moocML
machine learning algorithm,training data,0,moocML
machine learning algorithm,training data set,0,moocML
machine learning algorithm,training error,0,moocML
machine learning algorithm,tuning parameter,0,moocML
machine learning algorithm,unsupervised learning,0,moocML
machine learning algorithm,validation set,0,moocML
machine learning algorithm,variance problem,0,moocML
machine learning algorithm,weak classifier,0,moocML
machine learning algorithm,overfitting,0,moocML
machine learning algorithm,underfitting,0,moocML
machine learning system,machine learning application,1,moocML
machine learning application,massive training set,0,moocML
machine learning application,matrix multiplication,0,moocML
machine learning application,matrix transpose,0,moocML
machine learning application,maximum likelihood,0,moocML
machine learning application,maximum likelihood estimate,0,moocML
machine learning application,model selection,0,moocML
machine learning application,multi-class classification,0,moocML
machine learning application,nearest neighbors,0,moocML
machine learning application,negative example,0,moocML
machine learning application,neural network,0,moocML
machine learning application,matrix,0,moocML
machine learning application,ocr problem,1,moocML
machine learning application,optimal solution,0,moocML
machine learning application,optimization algorithms,0,moocML
machine learning application,parameter vector,0,moocML
machine learning application,partial derivative,0,moocML
machine learning application,photo ocr,1,moocML
machine learning application,polynomial terms,0,moocML
machine learning application,predicted value,0,moocML
machine learning application,recommender system,1,moocML
machine learning application,regression model,0,moocML
machine learning application,regularization,0,moocML
machine learning application,sigmoid function,0,moocML
machine learning application,spam filtering,1,moocML
machine learning application,square matrix,0,moocML
machine learning application,test data,0,moocML
machine learning application,test data set,0,moocML
machine learning application,test error,0,moocML
machine learning application,training data,0,moocML
machine learning application,training data set,0,moocML
machine learning application,validation error,0,moocML
machine learning application,validation set,0,moocML
machine learning application,overfitting,0,moocML
machine learning application,underfitting,0,moocML
machine learning system,massive training set,0,moocML
machine learning system,multi-class classification,0,moocML
machine learning system,neural network,1,moocML
machine learning system,matrix,0,moocML
machine learning system,ocr problem,1,moocML
machine learning system,optimization problem,0,moocML
machine learning system,parameter vector,0,moocML
machine learning system,photo ocr,1,moocML
machine learning system,polynomial features,0,moocML
machine learning system,polynomial kernel,0,moocML
machine learning system,positive class,0,moocML
machine learning system,recommender system,1,moocML
machine learning system,regression model,0,moocML
machine learning system,regularization,0,moocML
machine learning system,spam filtering,1,moocML
machine learning system,stochastic gradient algorithm,0,moocML
machine learning system,string kernel,0,moocML
machine learning system,supervised learning,0,moocML
machine learning system,support vector,0,moocML
machine learning system,support vector machine,1,moocML
machine learning system,svm optimization,1,moocML
machine learning system,svm packages,1,moocML
machine learning system,test data,0,moocML
machine learning system,test data set,0,moocML
machine learning system,test error,0,moocML
machine learning system,training data,0,moocML
machine learning system,training data set,0,moocML
machine learning system,training error,0,moocML
machine learning system,unsupervised learning,0,moocML
machine learning system,validation set,0,moocML
machine learning system,variance problem,0,moocML
machine learning system,overfitting,0,moocML
massive training set,neural network,1,moocML
massive training set,photo ocr,0,moocML
massive training set,stochastic gradient algorithm,0,moocML
supervised learning,massive training set,1,moocML
massive training set,test data set,0,moocML
massive training set,test error,0,moocML
training data,massive training set,1,moocML
training data set,massive training set,1,moocML
massive training set,training error,0,moocML
massive training set,variance problem,0,moocML
matrix,matrix addition,1,moocML
matrix factorization,maximum likelihood,0,moocML
matrix factorization,maximum likelihood estimate,0,moocML
matrix factorization,nearest neighbors,0,moocML
matrix factorization,neural network,1,moocML
matrix,matrix factorization,1,moocML
matrix factorization,online learning,0,moocML
matrix factorization,optimization algorithms,0,moocML
matrix factorization,parameter vector,0,moocML
matrix factorization,predicted value,0,moocML
matrix factorization,recommender system,0,moocML
matrix factorization,regression coefficients,0,moocML
matrix factorization,regression model,0,moocML
matrix factorization,sentiment analysis,0,moocML
matrix factorization,stochastic gradient algorithm,0,moocML
matrix factorization,support vector,0,moocML
matrix factorization,support vector machine,0,moocML
matrix factorization,training data,0,moocML
matrix factorization,training data set,0,moocML
matrix factorization,overfitting,0,moocML
matrix multiplication,matrix transpose,0,moocML
matrix vector multiplication,matrix multiplication,1,moocML
matrix,matrix multiplication,1,moocML
matrix multiplication,square matrix,0,moocML
matrix multiplication,training data,0,moocML
vector multiplication,matrix multiplication,1,moocML
matrix transpose,mean normalization,0,moocML
matrix,matrix transpose,1,moocML
matrix transpose,pca algorithm,1,moocML
matrix transpose,principle components,0,moocML
square matrix,matrix transpose,1,moocML
matrix transpose,square projection error,0,moocML
matrix transpose,standard deviation,0,moocML
matrix transpose,supervised learning,0,moocML
matrix transpose,test data set,0,moocML
matrix transpose,training data,0,moocML
matrix transpose,training data set,0,moocML
matrix transpose,validation set,0,moocML
matrix vector multiplication,neural network,0,moocML
matrix vector multiplication,nonlinear hypotheses,0,moocML
matrix,matrix vector multiplication,1,moocML
matrix vector multiplication,output layer,0,moocML
matrix vector multiplication,output unit,0,moocML
matrix vector multiplication,polynomial terms,0,moocML
matrix vector multiplication,regression model,0,moocML
matrix vector multiplication,sigmoid function,0,moocML
vector multiplication,matrix vector multiplication,1,moocML
maximum likelihood,maximum likelihood estimate,1,moocML
maximum likelihood,mixture model,0,moocML
maximum likelihood,model complexity,0,moocML
maximum likelihood,model parameters,0,moocML
maximum likelihood,model selection,0,moocML
maximum likelihood,multi-class classification,0,moocML
maximum likelihood,nearest neighbors,0,moocML
maximum likelihood,negative example,0,moocML
maximum likelihood,matrix,0,moocML
maximum likelihood,online learning,0,moocML
optimization algorithms,maximum likelihood,1,moocML
parameter estimation,maximum likelihood,1,moocML
parameter vector,maximum likelihood,1,moocML
maximum likelihood,partial derivative,0,moocML
maximum likelihood,positive data,0,moocML
maximum likelihood,predicted value,0,moocML
probabilistic model,maximum likelihood,1,moocML
probability density,maximum likelihood,1,moocML
random variable,maximum likelihood,1,moocML
maximum likelihood,recommender system,0,moocML
maximum likelihood,regression model,0,moocML
maximum likelihood,regularization,0,moocML
maximum likelihood,regularized logistic regression,0,moocML
maximum likelihood,sentiment analysis,0,moocML
maximum likelihood,standard deviation,0,moocML
maximum likelihood,stochastic gradient algorithm,0,moocML
maximum likelihood,test data,0,moocML
maximum likelihood,training data,0,moocML
maximum likelihood,training data set,0,moocML
maximum likelihood,training error,0,moocML
maximum likelihood,tuning parameter,0,moocML
maximum likelihood,validation set,0,moocML
maximum likelihood,overfitting,0,moocML
maximum likelihood estimate,mixture model,0,moocML
maximum likelihood estimate,model complexity,0,moocML
maximum likelihood estimate,model parameters,0,moocML
maximum likelihood estimate,model selection,0,moocML
maximum likelihood estimate,multi-class classification,0,moocML
maximum likelihood estimate,nearest neighbors,0,moocML
maximum likelihood estimate,negative example,0,moocML
maximum likelihood estimate,matrix,0,moocML
maximum likelihood estimate,online learning,0,moocML
maximum likelihood estimate,optimization algorithms,0,moocML
parameter estimation,maximum likelihood estimate,1,moocML
parameter vector,maximum likelihood estimate,1,moocML
maximum likelihood estimate,partial derivative,0,moocML
maximum likelihood estimate,positive data,0,moocML
maximum likelihood estimate,predicted value,0,moocML
probabilistic model,maximum likelihood estimate,1,moocML
probability density,maximum likelihood estimate,1,moocML
random variable,maximum likelihood estimate,1,moocML
maximum likelihood estimate,recommender system,0,moocML
maximum likelihood estimate,regression model,0,moocML
maximum likelihood estimate,regularization,0,moocML
maximum likelihood estimate,sentiment analysis,0,moocML
maximum likelihood estimate,standard deviation,0,moocML
maximum likelihood estimate,stochastic gradient algorithm,0,moocML
maximum likelihood estimate,training data set,0,moocML
maximum likelihood estimate,training error,0,moocML
maximum likelihood estimate,overfitting,0,moocML
mean normalization,minimization problem,0,moocML
mean normalization,neural network,0,moocML
mean normalization,matrix,0,moocML
mean normalization,optimization objective,0,moocML
mean normalization,parameter vector,0,moocML
mean normalization,pca algorithm,0,moocML
mean normalization,principle components,0,moocML
mean normalization,recommender system,0,moocML
mean normalization,regularization,0,moocML
mean normalization,square projection error,0,moocML
mean normalization,standard deviation,0,moocML
mean normalization,supervised learning,0,moocML
mean normalization,support vector,0,moocML
mean normalization,support vector machine,0,moocML
mean normalization,test data,0,moocML
mean normalization,test data set,0,moocML
mean normalization,training data,0,moocML
mean normalization,training data set,0,moocML
mean normalization,unsupervised learning,0,moocML
mean normalization,validation set,0,moocML
mean square error,model complexity,0,moocML
mean square error,model parameters,0,moocML
mean square error,model selection,0,moocML
mean square error,nearest neighbors,0,moocML
mean square error,matrix,0,moocML
mean square error,polynomial regression,0,moocML
mean square error,prediction error,0,moocML
mean square error,random variable,0,moocML
mean square error,regression function,0,moocML
mean square error,regression model,0,moocML
mean square error,squared error,0,moocML
mean square error,standard least squares,0,moocML
mean square error,test data,0,moocML
mean square error,test data set,0,moocML
mean square error,test error,0,moocML
mean square error,training data,0,moocML
mean square error,training data set,0,moocML
mean square error,training error,0,moocML
mean square error,tuning parameter,0,moocML
mean square error,validation error,0,moocML
mean square error,validation set,0,moocML
mean square error,overfitting,0,moocML
mini-batch gradient descent,mini-batch size,1,moocML
mini-batch gradient descent,stochastic gradient algorithm,0,moocML
training data,mini-batch gradient descent,1,moocML
training data set,mini-batch gradient descent,1,moocML
mini-batch size,stochastic gradient algorithm,0,moocML
mini-batch size,training data,0,moocML
mini-batch size,training data set,0,moocML
minimization problem,negative example,0,moocML
minimization problem,neural network,1,moocML
minimization problem,matrix,0,moocML
optimal solution,minimization problem,1,moocML
minimization problem,optimization algorithms,0,moocML
minimization problem,optimization objective,0,moocML
optimization problem,minimization problem,1,moocML
minimization problem,parameter vector,0,moocML
minimization problem,partial derivative,0,moocML
minimization problem,positive data,0,moocML
minimization problem,regression problem,0,moocML
minimization problem,regularization,1,moocML
minimization problem,squared error,0,moocML
minimization problem,supervised learning,0,moocML
minimization problem,support vector,0,moocML
minimization problem,support vector machine,1,moocML
minimization problem,test data,0,moocML
minimization problem,test data set,0,moocML
minimization problem,training data,0,moocML
minimization problem,training data set,0,moocML
minimization problem,unsupervised learning,0,moocML
minimization problem,validation set,0,moocML
minimization problem,overfitting,0,moocML
minimization problem,underfitting,0,moocML
misclassification error,regularization,1,moocML
misclassification error,squared error,0,moocML
misclassification error,test data,0,moocML
misclassification error,test data set,0,moocML
misclassification error,test error,0,moocML
misclassification error,training data,0,moocML
misclassification error,training data set,0,moocML
misclassification error,training error,0,moocML
misclassification error,overfitting,1,moocML
misclassification error,underfitting,1,moocML
model parameters,mixture model,1,moocML
mixture model,nearest neighbor search,0,moocML
mixture model,nearest neighbors,0,moocML
mixture model,matrix,0,moocML
mixture model,output label,0,moocML
prior probability,mixture model,1,moocML
probabilistic model,mixture model,1,moocML
random variable,mixture model,1,moocML
mixture model,square distances,0,moocML
mixture model,standard deviation,0,moocML
mixture model,supervised learning,0,moocML
mixture model,symmetric matrix,0,moocML
mixture model,unsupervised learning,0,moocML
model parameters,model complexity,1,moocML
model complexity,model selection,1,moocML
model complexity,multi-class classification,0,moocML
model complexity,nearest neighbors,0,moocML
model complexity,matrix,0,moocML
model complexity,optimal solution,0,moocML
model complexity,optimization algorithms,0,moocML
model complexity,optimization objective,0,moocML
model complexity,partial derivative,0,moocML
model complexity,polynomial regression,0,moocML
model complexity,predicted value,0,moocML
model complexity,prediction error,0,moocML
model complexity,regression coefficients,0,moocML
model complexity,regression function,0,moocML
model complexity,regression model,0,moocML
model complexity,regression problem,0,moocML
model complexity,regularization,0,moocML
model complexity,squared error,0,moocML
model complexity,standard least squares,0,moocML
model complexity,test data,0,moocML
model complexity,test data set,0,moocML
model complexity,test error,0,moocML
model complexity,training data,0,moocML
model complexity,training data set,0,moocML
model complexity,training error,0,moocML
model complexity,tuning parameter,0,moocML
model complexity,validation error,0,moocML
model complexity,validation set,0,moocML
model complexity,overfitting,0,moocML
model parameters,model selection,1,moocML
model parameters,matrix,0,moocML
model parameters,polynomial regression,0,moocML
model parameters,predicted value,0,moocML
model parameters,prediction error,0,moocML
model parameters,prior probability,0,moocML
model parameters,probabilistic model,0,moocML
model parameters,random variable,0,moocML
model parameters,regression coefficients,1,moocML
model parameters,regression model,0,moocML
model parameters,regularization,1,moocML
model parameters,squared error,0,moocML
model parameters,stochastic gradient algorithm,0,moocML
model parameters,supervised learning,0,moocML
model parameters,test data,0,moocML
model parameters,test data set,0,moocML
model parameters,test error,0,moocML
model parameters,training data,0,moocML
model parameters,training data set,0,moocML
model parameters,training error,0,moocML
model parameters,tuning parameter,1,moocML
model parameters,unsupervised learning,0,moocML
model parameters,validation error,0,moocML
model parameters,validation set,0,moocML
model parameters,overfitting,1,moocML
model selection,nearest neighbors,0,moocML
model selection,negative example,0,moocML
model selection,neural network,0,moocML
model selection,optimization algorithms,0,moocML
model selection,optimization objective,0,moocML
parameter vector,model selection,1,moocML
model selection,polynomial features,0,moocML
model selection,polynomial regression,0,moocML
model selection,polynomial terms,0,moocML
model selection,predicted value,0,moocML
model selection,regression model,0,moocML
model selection,regularization,0,moocML
model selection,regularized linear regression,0,moocML
model selection,sigmoid function,0,moocML
model selection,squared error,0,moocML
test data,model selection,1,moocML
test data set,model selection,1,moocML
test error,model selection,1,moocML
training data,model selection,1,moocML
training data set,model selection,1,moocML
training error,model selection,1,moocML
tuning parameter,model selection,1,moocML
validation error,model selection,1,moocML
validation set,model selection,1,moocML
variance problem,model selection,1,moocML
overfitting,model selection,1,moocML
underfitting,model selection,1,moocML
negative example,multi-class classification,1,moocML
multi-class classification,neural network,1,moocML
multi-class classification,neural network learning,1,moocML
multi-class classification,matrix,0,moocML
multi-class classification,optimal solution,0,moocML
multi-class classification,optimization algorithms,0,moocML
multi-class classification,optimization problem,0,moocML
multi-class classification,output layer,0,moocML
multi-class classification,output unit,0,moocML
multi-class classification,parameter vector,0,moocML
multi-class classification,partial derivative,0,moocML
multi-class classification,polynomial kernel,0,moocML
positive class,multi-class classification,1,moocML
positive data,multi-class classification,1,moocML
multi-class classification,regularization,0,moocML
multi-class classification,string kernel,0,moocML
multi-class classification,support vector,0,moocML
multi-class classification,support vector machine,0,moocML
multi-class classification,svm optimization,0,moocML
multi-class classification,svm packages,0,moocML
training data,multi-class classification,1,moocML
training data set,multi-class classification,1,moocML
multi-class classification,overfitting,0,moocML
multivariate gaussian distribution,multivariate gaussian model,1,moocML
multivariate gaussian distribution,matrix,0,moocML
multivariate gaussian distribution,parameter estimation,0,moocML
probability density,multivariate gaussian distribution,1,moocML
multivariate gaussian distribution,symmetric matrix,0,moocML
multivariate gaussian distribution,test data set,0,moocML
multivariate gaussian distribution,training data,0,moocML
multivariate gaussian distribution,training data set,0,moocML
matrix,multivariate gaussian model,1,moocML
parameter estimation,multivariate gaussian model,1,moocML
probability density,multivariate gaussian model,1,moocML
symmetric matrix,multivariate gaussian model,1,moocML
multivariate gaussian model,training data,0,moocML
multivariate gaussian model,training data set,0,moocML
nearest neighbors,nearest neighbor search,1,moocML
nearest neighbor search,normalized representation,0,moocML
nearest neighbor search,optimal solution,0,moocML
nearest neighbor search,output label,0,moocML
nearest neighbor search,predicted value,0,moocML
nearest neighbor search,probabilistic model,0,moocML
nearest neighbor search,square distances,0,moocML
nearest neighbor search,supervised learning,0,moocML
nearest neighbor search,training data,0,moocML
unsupervised learning,nearest neighbor search,1,moocML
nearest neighbor search,overfitting,0,moocML
nearest neighbors,matrix,0,moocML
nearest neighbors,online learning,0,moocML
nearest neighbors,optimal solution,0,moocML
nearest neighbors,optimization algorithms,0,moocML
nearest neighbors,optimization problem,0,moocML
nearest neighbors,output label,0,moocML
nearest neighbors,predicted value,0,moocML
nearest neighbors,probabilistic model,0,moocML
nearest neighbors,recommender system,0,moocML
nearest neighbors,regression model,0,moocML
nearest neighbors,sentiment analysis,0,moocML
nearest neighbors,spam filtering,0,moocML
nearest neighbors,square distances,0,moocML
nearest neighbors,squared error,0,moocML
nearest neighbors,standard least squares,0,moocML
nearest neighbors,stochastic gradient algorithm,0,moocML
nearest neighbors,supervised learning,0,moocML
nearest neighbors,support vector,0,moocML
nearest neighbors,support vector machine,0,moocML
nearest neighbors,training data,0,moocML
nearest neighbors,training data set,0,moocML
nearest neighbors,tuning parameter,0,moocML
nearest neighbors,unsupervised learning,0,moocML
nearest neighbors,validation set,0,moocML
nearest neighbors,overfitting,0,moocML
negative example,neural network,1,moocML
negative example,nonlinear hypotheses,0,moocML
negative example,matrix,0,moocML
negative example,optimization algorithms,0,moocML
negative example,optimization objective,0,moocML
negative example,optimization problem,0,moocML
negative example,output label,0,moocML
negative example,output layer,0,moocML
negative example,output unit,0,moocML
negative example,parameter vector,0,moocML
negative example,partial derivative,0,moocML
negative example,pedestrian detection,0,moocML
negative example,photo ocr,0,moocML
negative example,polynomial features,0,moocML
negative example,polynomial regression,0,moocML
negative example,polynomial terms,0,moocML
negative example,positive class,0,moocML
negative example,positive data,0,moocML
negative example,positive training example,0,moocML
predicted class,negative example,1,moocML
negative example,predicted value,0,moocML
negative example,regression model,0,moocML
negative example,regression problem,0,moocML
negative example,regularization,0,moocML
negative example,regularized linear regression,1,moocML
negative example,regularized logistic regression,1,moocML
negative example,sigmoid function,0,moocML
negative example,supervised learning,1,moocML
negative example,support vector,0,moocML
negative example,support vector machine,1,moocML
negative example,test data set,0,moocML
negative example,training data,0,moocML
negative example,training data set,0,moocML
negative example,training error,1,moocML
negative example,true positives,0,moocML
negative example,unsupervised learning,0,moocML
negative example,validation set,0,moocML
negative example,overfitting,0,moocML
negative example,underfitting,0,moocML
neural network,neural network learning,1,moocML
nonlinear hypotheses,neural network,1,moocML
matrix,neural network,1,moocML
neural network,online learning,0,moocML
optimal solution,neural network,1,moocML
optimization algorithms,neural network,1,moocML
optimization objective,neural network,1,moocML
optimization problem,neural network,1,moocML
neural network,output label,0,moocML
neural network,output layer,1,moocML
neural network,output unit,1,moocML
parameter vector,neural network,1,moocML
partial derivative,neural network,1,moocML
neural network,polynomial features,0,moocML
neural network,polynomial kernel,0,moocML
neural network,polynomial terms,0,moocML
positive class,neural network,1,moocML
positive data,neural network,1,moocML
neural network,recommender system,0,moocML
neural network,regression model,0,moocML
neural network,regression problem,0,moocML
regularization,neural network,1,moocML
neural network,regularized linear regression,0,moocML
neural network,sentiment analysis,0,moocML
sigmoid function,neural network,1,moocML
neural network,squared error,0,moocML
stochastic gradient algorithm,neural network,1,moocML
neural network,string kernel,0,moocML
supervised learning,neural network,1,moocML
neural network,support vector,0,moocML
neural network,support vector machine,0,moocML
neural network,svm optimization,0,moocML
neural network,svm packages,0,moocML
test data,neural network,1,moocML
test data set,neural network,1,moocML
neural network,test error,0,moocML
training data,neural network,1,moocML
training data set,neural network,1,moocML
neural network,training error,0,moocML
neural network,transfer learning,0,moocML
neural network,unsupervised learning,0,moocML
neural network,validation error,0,moocML
neural network,validation set,0,moocML
neural network,variance problem,0,moocML
neural network,vector multiplication,0,moocML
neural network,overfitting,0,moocML
neural network,underfitting,0,moocML
matrix,neural network learning,1,moocML
optimization algorithms,neural network learning,1,moocML
neural network learning,output unit,0,moocML
partial derivative,neural network learning,1,moocML
neural network learning,regularization,0,moocML
training data,neural network learning,1,moocML
training data set,neural network learning,1,moocML
non-anomalous examples,supervised learning,0,moocML
non-anomalous examples,test data,0,moocML
non-anomalous examples,test data set,0,moocML
training data,non-anomalous examples,1,moocML
non-anomalous examples,training data set,0,moocML
non-anomalous examples,true negatives,0,moocML
non-anomalous examples,true positives,0,moocML
non-anomalous examples,unsupervised learning,0,moocML
non-anomalous examples,validation set,0,moocML
nonlinear hypotheses,matrix,0,moocML
nonlinear hypotheses,output layer,0,moocML
nonlinear hypotheses,output unit,0,moocML
nonlinear hypotheses,polynomial features,0,moocML
nonlinear hypotheses,polynomial terms,0,moocML
nonlinear hypotheses,regression model,0,moocML
nonlinear hypotheses,regression problem,0,moocML
nonlinear hypotheses,sigmoid function,0,moocML
nonlinear hypotheses,supervised learning,0,moocML
nonlinear hypotheses,training data,0,moocML
nonlinear hypotheses,training data set,0,moocML
nonlinear hypotheses,vector multiplication,0,moocML
nonlinear hypotheses,overfitting,0,moocML
matrix,normal equation,1,moocML
optimal solution,normal equation,1,moocML
optimization objective,normal equation,1,moocML
parameter vector,normal equation,1,moocML
partial derivative,normal equation,1,moocML
regression model,normal equation,1,moocML
regression problem,normal equation,1,moocML
normal equation,regularization,0,moocML
normal equation,regularized linear regression,0,moocML
normal equation,squared error,0,moocML
training data,normal equation,1,moocML
training data set,normal equation,1,moocML
normal equation,overfitting,0,moocML
normalized features,optimal solution,0,moocML
normalized features,partial derivative,0,moocML
normalized features,predicted value,0,moocML
normalized features,tuning parameter,0,moocML
normalized features,unnormalized features,0,moocML
matrix,online learning,0,moocML
matrix,optimal solution,0,moocML
matrix,optimization algorithms,1,moocML
matrix,optimization objective,0,moocML
matrix,optimization problem,0,moocML
matrix,output label,0,moocML
matrix,output layer,0,moocML
matrix,output unit,0,moocML
matrix,parameter estimation,1,moocML
matrix,parameter vector,0,moocML
matrix,partial derivative,1,moocML
matrix,pca algorithm,1,moocML
matrix,polynomial features,0,moocML
matrix,polynomial kernel,0,moocML
matrix,polynomial regression,1,moocML
matrix,polynomial terms,0,moocML
matrix,positive class,0,moocML
matrix,positive data,0,moocML
matrix,positive predictions,0,moocML
matrix,precision recall curve,0,moocML
matrix,predicted value,0,moocML
matrix,prediction error,0,moocML
matrix,principle components,0,moocML
matrix,probabilistic model,0,moocML
matrix,probability density,0,moocML
matrix,random numbers,0,moocML
matrix,random variable,0,moocML
matrix,recommender system,0,moocML
matrix,regression coefficients,0,moocML
matrix,regression model,0,moocML
matrix,regression problem,0,moocML
matrix,regularization,1,moocML
matrix,regularized linear regression,1,moocML
matrix,sentiment analysis,0,moocML
matrix,sigmoid function,0,moocML
matrix,spam filtering,0,moocML
matrix,square distances,0,moocML
matrix,square matrix,1,moocML
matrix,square projection error,1,moocML
matrix,squared error,0,moocML
matrix,standard deviation,1,moocML
matrix,stochastic gradient algorithm,1,moocML
matrix,string kernel,0,moocML
matrix,supervised learning,0,moocML
matrix,support vector,0,moocML
matrix,support vector machine,1,moocML
matrix,svm optimization,1,moocML
matrix,svm packages,1,moocML
matrix,symmetric matrix,1,moocML
matrix,test data,0,moocML
matrix,test data set,0,moocML
matrix,test error,0,moocML
matrix,training data,0,moocML
matrix,training data set,0,moocML
matrix,training error,0,moocML
matrix,true negatives,0,moocML
matrix,true positives,0,moocML
matrix,tuning parameter,0,moocML
matrix,unsupervised learning,0,moocML
matrix,validation set,0,moocML
matrix,vector multiplication,0,moocML
matrix,overfitting,0,moocML
matrix,underfitting,0,moocML
ocr problem,photo ocr,1,moocML
online learning,optimization algorithms,0,moocML
online learning,optimization objective,0,moocML
online learning,partial derivative,0,moocML
online learning,positive data,0,moocML
online learning,recommender system,0,moocML
online learning,regression model,0,moocML
online learning,sentiment analysis,0,moocML
online learning,stochastic gradient algorithm,0,moocML
test data,online learning,1,moocML
test data set,online learning,1,moocML
